Año|Mes|CCAA|Producto|Volumen (miles de kg)|Valor (miles de €)|Precio medio kg|Penetración (%)|Consumo per capita|Gasto per capita||
2016 | Noviembre|Total nacional|ESPINACAS|1.084,86|1.843,43|1,7|7,09|0,02|0,04||
2016 | Noviembre|Total nacional|GUISANTES|2.294,20|3.917,19|1,71|12,35|0,05|0,09||
2016 | Noviembre|Total nacional|JUDIA VERDE|2.469,89|3.198,71|1,3|10,72|0,06|0,07||
2016 | Noviembre|Total nacional|COLIFLOR|331,88|607,61|1,83|1,8|0,01|0,01||
2016 | Noviembre|Total nacional|PIMIENTOS|204,87|451,29|2,2|1,73|0|0,01||
2016 | Noviembre|Total nacional|BROCOLI|430,29|695,83|1,62|2,17|0,01|0,02||
2016 | Noviembre|Total nacional|MENESTRA|1.287,53|2.382,27|1,85|5,94|0,03|0,05||
2016 | Noviembre|Total nacional|OTR.VERD/HOR.CONG.|3.143,24|9.114,11|2,9|17,84|0,07|0,21||
2016 | Noviembre|Total nacional|FRUTAS CONGELADAS|27,52|125,01|4,54|0,24|0|0||
2016 | Diciembre|Total nacional|GUISANTES|664,54|1.425,22|2,14|5,47|0,02|0,03||
2016 | Diciembre|Total nacional|JUDIAS VERDES|803,99|1.186,07|1,48|3,84|0,02|0,03||
2016 | Diciembre|Total nacional|PIMIENTOS|1.535,12|6.289,73|4,1|16,84|0,03|0,14||
2016 | Diciembre|Total nacional|ESPARRAGOS|2.711,05|15.697,89|5,79|19,73|0,06|0,36||
2016 | Diciembre|Total nacional|ALCACHOFAS|886,42|4.209,85|4,75|6,58|0,02|0,1||
2016 | Diciembre|Total nacional|CHAMPIÑOSNES+SETAS|1.557,32|4.646,04|2,98|12,49|0,04|0,11||
2016 | Diciembre|Total nacional|MAIZ DULCE|1.176,14|3.678,83|3,13|10,66|0,03|0,08||
2016 | Diciembre|Total nacional|MENESTRA|344,72|751,70|2,18|1,97|0,01|0,02||
2016 | Diciembre|Total nacional|TOMATES|18.943,67|26.053,27|1,38|55,72|0,43|0,59||
2016 | Diciembre|Total nacional|TOMATE FRITO|14.052,42|20.243,59|1,44|46,85|0,32|0,46||
2016 | Diciembre|Total nacional|TOMATE NATURAL|4.891,25|5.809,68|1,19|20,01|0,11|0,13||
2016 | Diciembre|Total nacional|TOMATE N.ENTERO|569,93|861,00|1,51|2,99|0,01|0,02||
2016 | Diciembre|Total nacional|TOMATE N.TRITUR.|4.321,32|4.948,68|1,15|17,98|0,1|0,11||
2016 | Diciembre|Total nacional|OTRA VERD/HORT.CON|1.803,56|5.119,07|2,84|10,32|0,04|0,12||
2016 | Diciembre|Total nacional|FRUTA EN CONSERVA|9.695,54|29.769,94|3,07|44,56|0,22|0,68||
2016 | Diciembre|Total nacional|MERMELADAS,CONFIT.|2.589,24|9.462,38|3,65|22,82|0,06|0,22||
2016 | Diciembre|Total nacional|FRUTA CONS/ALMIBAR|6.398,69|15.830,11|2,47|24,99|0,15|0,36||
2016 | Diciembre|Total nacional|FRUTA ESCARCHADA|206,66|2.242,33|10,85|2,32|0|0,05||
2016 | Diciembre|Total nacional|RESTO FRUTA CONSER|500,96|2.235,13|4,46|6,22|0,01|0,05||
2016 | Diciembre|Total nacional|VERD./HORT.CONGELAD|9.335,05|18.811,83|2,02|32,48|0,21|0,43||
2016 | Diciembre|Total nacional|ESPINACAS|761,86|1.206,72|1,58|4,62|0,02|0,03||
2016 | Diciembre|Total nacional|GUISANTES|1.571,10|2.723,80|1,73|9,11|0,04|0,06||
2016 | Diciembre|Total nacional|JUDIA VERDE|2.087,33|2.844,31|1,36|8,84|0,05|0,06||
2016 | Diciembre|Total nacional|COLIFLOR|296,15|484,84|1,64|1,52|0,01|0,01||
2016 | Diciembre|Total nacional|PIMIENTOS|158,67|355,90|2,24|1,43|0|0,01||
2016 | Diciembre|Total nacional|BROCOLI|406,87|649,06|1,6|1,78|0,01|0,01||
2016 | Diciembre|Total nacional|MENESTRA|966,80|1.802,74|1,86|4,37|0,02|0,04||
2016 | Diciembre|Total nacional|OTR.VERD/HOR.CONG.|3.086,28|8.744,46|2,83|17,33|0,07|0,2||
2016 | Diciembre|Total nacional|FRUTAS CONGELADAS|66,05|339,44|5,14|0,52|0|0,01||
2017 | Enero|Total nacional|GUISANTES|787,94|1.871,87|2,38|6,5|0,02|0,04||
2017 | Enero|Total nacional|JUDIAS VERDES|1.082,50|1.575,77|1,46|4,78|0,02|0,03||
2017 | Enero|Total nacional|PIMIENTOS|1.196,20|4.903,96|4,1|12,85|0,03|0,11||
2017 | Enero|Total nacional|ESPARRAGOS|1.913,21|9.779,08|5,11|15,18|0,04|0,21||
2017 | Enero|Total nacional|ALCACHOFAS|807,21|3.401,95|4,21|6,77|0,02|0,07||
2017 | Enero|Total nacional|CHAMPIÑOSNES+SETAS|1.619,63|4.509,92|2,78|11,81|0,04|0,1||
2017 | Enero|Total nacional|MAIZ DULCE|1.219,59|3.826,36|3,14|11,07|0,03|0,08||
2017 | Enero|Total nacional|MENESTRA|373,78|721,30|1,93|2,08|0,01|0,02||
2017 | Enero|Total nacional|TOMATES|21.644,47|28.827,18|1,33|59,27|0,47|0,63||
2017 | Enero|Total nacional|TOMATE FRITO|15.725,67|21.925,05|1,39|49,34|0,34|0,48||
2017 | Enero|Total nacional|TOMATE NATURAL|5.918,80|6.902,13|1,17|22,41|0,13|0,15||
2017 | Enero|Total nacional|TOMATE N.ENTERO|736,63|991,53|1,35|3,52|0,02|0,02||
2017 | Enero|Total nacional|TOMATE N.TRITUR.|5.182,17|5.910,60|1,14|20,11|0,11|0,13||
2017 | Enero|Total nacional|OTRA VERD/HORT.CON|1.748,02|4.258,84|2,44|11,03|0,04|0,09||
2017 | Enero|Total nacional|FRUTA EN CONSERVA|6.297,96|18.866,84|3|33,77|0,14|0,41||
2017 | Enero|Total nacional|MERMELADAS,CONFIT.|2.401,61|8.747,69|3,64|20,66|0,05|0,19||
2017 | Enero|Total nacional|FRUTA CONS/ALMIBAR|3.437,87|8.352,01|2,43|13,85|0,08|0,18||
2017 | Enero|Total nacional|FRUTA ESCARCHADA|52,49|348,73|6,64|0,74|0|0,01||
2017 | Enero|Total nacional|RESTO FRUTA CONSER|405,98|1.418,41|3,49|4,49|0,01|0,03||
2017 | Enero|Total nacional|VERD./HORT.CONGELAD|13.318,27|25.910,11|1,95|40,23|0,29|0,57||
2017 | Enero|Total nacional|ESPINACAS|1.395,38|2.213,08|1,59|8,61|0,03|0,05||
2017 | Enero|Total nacional|GUISANTES|2.319,42|3.770,75|1,63|13,23|0,05|0,08||
2017 | Enero|Total nacional|JUDIA VERDE|3.019,74|4.021,64|1,33|12,28|0,07|0,09||
2017 | Enero|Total nacional|COLIFLOR|437,78|797,08|1,82|2,31|0,01|0,02||
2017 | Enero|Total nacional|PIMIENTOS|207,67|455,57|2,19|1,84|0|0,01||
2017 | Enero|Total nacional|BROCOLI|690,95|1.100,07|1,59|3,11|0,02|0,02||
2017 | Enero|Total nacional|MENESTRA|1.551,05|2.851,92|1,84|7,39|0,03|0,06||
2017 | Enero|Total nacional|OTR.VERD/HOR.CONG.|3.696,29|10.700,00|2,89|20,25|0,08|0,23||
2017 | Enero|Total nacional|FRUTAS CONGELADAS|51,25|288,61|5,63|0,58|0|0,01||
2017 | Febrero|Total nacional|GUISANTES|683,19|1.575,08|2,31|5,2|0,01|0,03||
2017 | Febrero|Total nacional|JUDIAS VERDES|1.064,59|1.582,26|1,49|4,68|0,02|0,03||
2017 | Febrero|Total nacional|PIMIENTOS|1.045,36|4.435,08|4,24|12,13|0,02|0,1||
2017 | Febrero|Total nacional|ESPARRAGOS|1.446,34|8.491,85|5,87|12,23|0,03|0,19||
2017 | Febrero|Total nacional|ALCACHOFAS|641,96|3.067,43|4,78|5,48|0,01|0,07||
2017 | Febrero|Total nacional|CHAMPIÑOSNES+SETAS|1.529,71|4.187,93|2,74|10,79|0,03|0,09||
2017 | Febrero|Total nacional|MAIZ DULCE|1.191,35|3.756,76|3,15|10,88|0,03|0,08||
2017 | Febrero|Total nacional|MENESTRA|353,60|717,70|2,03|2,16|0,01|0,02||
2017 | Febrero|Total nacional|TOMATES|18.877,13|25.334,09|1,34|55,34|0,41|0,56||
2017 | Febrero|Total nacional|TOMATE FRITO|13.282,10|18.727,81|1,41|45,17|0,29|0,41||
2017 | Febrero|Total nacional|TOMATE NATURAL|5.595,03|6.606,28|1,18|21,69|0,12|0,14||
2017 | Febrero|Total nacional|TOMATE N.ENTERO|757,40|962,75|1,27|3,37|0,02|0,02||
2017 | Febrero|Total nacional|TOMATE N.TRITUR.|4.837,64|5.643,53|1,17|19,45|0,11|0,12||
2017 | Febrero|Total nacional|OTRA VERD/HORT.CON|1.861,13|4.697,64|2,52|11,98|0,04|0,1||
2017 | Febrero|Total nacional|FRUTA EN CONSERVA|5.982,37|17.569,86|2,94|33,01|0,13|0,39||
2017 | Febrero|Total nacional|MERMELADAS,CONFIT.|2.348,71|8.198,42|3,49|20,72|0,05|0,18||
2017 | Febrero|Total nacional|FRUTA CONS/ALMIBAR|3.187,58|7.645,02|2,4|12,99|0,07|0,17||
2017 | Febrero|Total nacional|FRUTA ESCARCHADA|29,07|171,96|5,92|0,38|0|0||
2017 | Febrero|Total nacional|RESTO FRUTA CONSER|417,02|1.554,47|3,73|4,78|0,01|0,03||
2017 | Febrero|Total nacional|VERD./HORT.CONGELAD|12.028,78|22.943,12|1,91|37,75|0,26|0,5||
2017 | Febrero|Total nacional|ESPINACAS|1.177,86|1.905,57|1,62|7,38|0,03|0,04||
2017 | Febrero|Total nacional|GUISANTES|2.257,04|3.859,40|1,71|12,05|0,05|0,08||
2017 | Febrero|Total nacional|JUDIA VERDE|2.766,51|3.573,63|1,29|11,32|0,06|0,08||
2017 | Febrero|Total nacional|COLIFLOR|292,23|509,52|1,74|1,61|0,01|0,01||
2017 | Febrero|Total nacional|PIMIENTOS|185,52|387,58|2,09|1,6|0|0,01||
2017 | Febrero|Total nacional|BROCOLI|583,80|966,23|1,66|2,46|0,01|0,02||
2017 | Febrero|Total nacional|MENESTRA|1.285,25|2.302,16|1,79|6,27|0,03|0,05||
2017 | Febrero|Total nacional|OTR.VERD/HOR.CONG.|3.480,57|9.439,04|2,71|19,59|0,08|0,21||
2017 | Febrero|Total nacional|FRUTAS CONGELADAS|66,64|319,11|4,79|0,57|0|0,01||
2017 | Marzo|Total nacional|GUISANTES|803,07|1.842,27|2,29|6,21|0,02|0,04||
2017 | Marzo|Total nacional|JUDIAS VERDES|1.008,72|1.530,57|1,52|4,61|0,02|0,03||
2017 | Marzo|Total nacional|PIMIENTOS|1.438,50|5.752,75|4|14,95|0,03|0,13||
2017 | Marzo|Total nacional|ESPARRAGOS|1.891,88|10.422,06|5,51|14,97|0,04|0,23||
2017 | Marzo|Total nacional|ALCACHOFAS|797,94|3.571,89|4,48|6,24|0,02|0,08||
2017 | Marzo|Total nacional|CHAMPIÑOSNES+SETAS|1.736,43|4.762,24|2,74|11,87|0,04|0,1||
2017 | Marzo|Total nacional|MAIZ DULCE|1.441,23|4.512,05|3,13|13,62|0,03|0,1||
2017 | Marzo|Total nacional|MENESTRA|386,69|767,18|1,98|2,1|0,01|0,02||
2017 | Marzo|Total nacional|TOMATES|22.264,09|30.026,80|1,35|59,73|0,49|0,66||
2017 | Marzo|Total nacional|TOMATE FRITO|15.846,23|22.655,87|1,43|49,36|0,35|0,5||
2017 | Marzo|Total nacional|TOMATE NATURAL|6.417,86|7.370,93|1,15|23,48|0,14|0,16||
2017 | Marzo|Total nacional|TOMATE N.ENTERO|861,65|1.109,78|1,29|3,68|0,02|0,02||
2017 | Marzo|Total nacional|TOMATE N.TRITUR.|5.556,21|6.261,15|1,13|21,08|0,12|0,14||
2017 | Marzo|Total nacional|OTRA VERD/HORT.CON|1.880,27|4.833,98|2,57|12,38|0,04|0,11||
2017 | Marzo|Total nacional|FRUTA EN CONSERVA|7.009,86|20.612,03|2,94|35,73|0,15|0,45||
2017 | Marzo|Total nacional|MERMELADAS,CONFIT.|2.674,13|9.511,00|3,56|21,81|0,06|0,21||
2017 | Marzo|Total nacional|FRUTA CONS/ALMIBAR|3.793,88|8.977,24|2,37|14,88|0,08|0,2||
2017 | Marzo|Total nacional|FRUTA ESCARCHADA|25,43|179,79|7,07|0,45|0|0||
2017 | Marzo|Total nacional|RESTO FRUTA CONSER|516,41|1.943,99|3,76|4,99|0,01|0,04||
2017 | Marzo|Total nacional|VERD./HORT.CONGELAD|12.700,62|24.681,80|1,94|38,18|0,28|0,54||
2017 | Marzo|Total nacional|ESPINACAS|1.214,92|2.093,10|1,72|7,36|0,03|0,05||
2017 | Marzo|Total nacional|GUISANTES|2.407,59|3.957,30|1,64|12,88|0,05|0,09||
2017 | Marzo|Total nacional|JUDIA VERDE|2.771,37|3.641,63|1,31|10,8|0,06|0,08||
2017 | Marzo|Total nacional|COLIFLOR|460,15|1.002,05|2,18|1,46|0,01|0,02||
2017 | Marzo|Total nacional|PIMIENTOS|186,75|394,33|2,11|1,52|0|0,01||
2017 | Marzo|Total nacional|BROCOLI|552,60|873,97|1,58|2,46|0,01|0,02||
2017 | Marzo|Total nacional|MENESTRA|1.459,24|2.490,92|1,71|6,12|0,03|0,05||
2017 | Marzo|Total nacional|OTR.VERD/HOR.CONG.|3.647,99|10.228,49|2,8|19,2|0,08|0,22||
2017 | Marzo|Total nacional|FRUTAS CONGELADAS|87,94|480,32|5,46|0,89|0|0,01||
2017 | Abril|Total nacional|GUISANTES|785,78|1.785,39|2,27|6,75|0,02|0,04||
2017 | Abril|Total nacional|JUDIAS VERDES|992,60|1.459,49|1,47|4,55|0,02|0,03||
2017 | Abril|Total nacional|PIMIENTOS|1.352,61|5.653,63|4,18|15,5|0,03|0,12||
2017 | Abril|Total nacional|ESPARRAGOS|1.911,27|10.264,08|5,37|15,99|0,04|0,23||
2017 | Abril|Total nacional|ALCACHOFAS|792,26|3.503,83|4,42|5,93|0,02|0,08||
2017 | Abril|Total nacional|CHAMPIÑOSNES+SETAS|1.402,47|3.810,70|2,72|10,33|0,03|0,08||
2017 | Abril|Total nacional|MAIZ DULCE|1.615,64|4.962,77|3,07|14,13|0,04|0,11||
2017 | Abril|Total nacional|MENESTRA|409,74|752,63|1,84|2,31|0,01|0,02||
2017 | Abril|Total nacional|TOMATES|19.421,58|26.464,94|1,36|56,94|0,43|0,58||
2017 | Abril|Total nacional|TOMATE FRITO|13.613,00|19.653,78|1,44|46,51|0,3|0,43||
2017 | Abril|Total nacional|TOMATE NATURAL|5.808,58|6.811,16|1,17|22,92|0,13|0,15||
2017 | Abril|Total nacional|TOMATE N.ENTERO|840,31|1.028,69|1,22|3,61|0,02|0,02||
2017 | Abril|Total nacional|TOMATE N.TRITUR.|4.968,27|5.782,46|1,16|20,52|0,11|0,13||
2017 | Abril|Total nacional|OTRA VERD/HORT.CON|1.866,84|4.710,59|2,52|12,48|0,04|0,1||
2017 | Abril|Total nacional|FRUTA EN CONSERVA|6.690,28|19.701,54|2,94|35,74|0,15|0,43||
2017 | Abril|Total nacional|MERMELADAS,CONFIT.|2.477,16|8.822,43|3,56|22,02|0,05|0,19||
2017 | Abril|Total nacional|FRUTA CONS/ALMIBAR|3.634,20|8.671,41|2,39|15,18|0,08|0,19||
2017 | Abril|Total nacional|FRUTA ESCARCHADA|49,73|302,45|6,08|0,6|0|0,01||
2017 | Abril|Total nacional|RESTO FRUTA CONSER|529,19|1.905,25|3,6|5,34|0,01|0,04||
2017 | Abril|Total nacional|VERD./HORT.CONGELAD|11.385,52|21.662,55|1,9|36,93|0,25|0,47||
2017 | Abril|Total nacional|ESPINACAS|948,02|1.550,11|1,64|6,08|0,02|0,03||
2017 | Abril|Total nacional|GUISANTES|2.194,91|3.826,04|1,74|12,18|0,05|0,08||
2017 | Abril|Total nacional|JUDIA VERDE|2.185,72|2.934,56|1,34|9,4|0,05|0,06||
2017 | Abril|Total nacional|COLIFLOR|296,21|548,09|1,85|1,73|0,01|0,01||
2017 | Abril|Total nacional|PIMIENTOS|156,79|335,38|2,14|1,33|0|0,01||
2017 | Abril|Total nacional|BROCOLI|485,49|853,26|1,76|2,56|0,01|0,02||
2017 | Abril|Total nacional|MENESTRA|1.158,61|2.042,83|1,76|5,42|0,03|0,04||
2017 | Abril|Total nacional|OTR.VERD/HOR.CONG.|3.959,77|9.572,27|2,42|20,21|0,09|0,21||
2017 | Abril|Total nacional|FRUTAS CONGELADAS|82,05|454,70|5,54|0,66|0|0,01||
2017 | Mayo|Total nacional|GUISANTES|850,57|1.986,82|2,34|6,48|0,02|0,04||
2017 | Mayo|Total nacional|JUDIAS VERDES|968,01|1.460,23|1,51|4,62|0,02|0,03||
2017 | Mayo|Total nacional|PIMIENTOS|1.351,85|5.622,28|4,16|15,52|0,03|0,12||
2017 | Mayo|Total nacional|ESPARRAGOS|2.082,70|11.570,84|5,56|16,16|0,05|0,25||
2017 | Mayo|Total nacional|ALCACHOFAS|683,69|2.951,74|4,32|5,85|0,01|0,06||
2017 | Mayo|Total nacional|CHAMPIÑOSNES+SETAS|1.597,56|4.364,59|2,73|11,46|0,04|0,1||
2017 | Mayo|Total nacional|MAIZ DULCE|1.937,58|5.837,47|3,01|16,39|0,04|0,13||
2017 | Mayo|Total nacional|MENESTRA|374,62|750,75|2|2,36|0,01|0,02||
2017 | Mayo|Total nacional|TOMATES|20.563,69|27.407,40|1,33|58,9|0,45|0,6||
2017 | Mayo|Total nacional|TOMATE FRITO|14.692,50|20.736,07|1,41|48,92|0,32|0,45||
2017 | Mayo|Total nacional|TOMATE NATURAL|5.871,19|6.671,34|1,14|22,41|0,13|0,15||
2017 | Mayo|Total nacional|TOMATE N.ENTERO|982,56|1.161,45|1,18|3,85|0,02|0,03||
2017 | Mayo|Total nacional|TOMATE N.TRITUR.|4.888,63|5.509,88|1,13|19,84|0,11|0,12||
2017 | Mayo|Total nacional|OTRA VERD/HORT.CON|1.866,77|4.627,48|2,48|12,23|0,04|0,1||
2017 | Mayo|Total nacional|FRUTA EN CONSERVA|6.852,57|19.778,38|2,89|34,79|0,15|0,43||
2017 | Mayo|Total nacional|MERMELADAS,CONFIT.|2.560,77|8.875,52|3,47|20,94|0,06|0,19||
2017 | Mayo|Total nacional|FRUTA CONS/ALMIBAR|3.794,37|8.998,13|2,37|15,69|0,08|0,2||
2017 | Mayo|Total nacional|FRUTA ESCARCHADA|20,39|183,84|9,02|0,27|0|0||
2017 | Mayo|Total nacional|RESTO FRUTA CONSER|477,04|1.720,89|3,61|5,23|0,01|0,04||
2017 | Mayo|Total nacional|VERD./HORT.CONGELAD|12.265,06|22.725,46|1,85|37,49|0,27|0,5||
2017 | Mayo|Total nacional|ESPINACAS|906,31|1.490,00|1,64|6,11|0,02|0,03||
2017 | Mayo|Total nacional|GUISANTES|2.112,17|3.521,28|1,67|12,41|0,05|0,08||
2017 | Mayo|Total nacional|JUDIA VERDE|2.787,82|3.619,62|1,3|11,12|0,06|0,08||
2017 | Mayo|Total nacional|COLIFLOR|280,36|506,00|1,8|1,75|0,01|0,01||
2017 | Mayo|Total nacional|PIMIENTOS|205,39|435,91|2,12|1,91|0|0,01||
2017 | Mayo|Total nacional|BROCOLI|517,90|908,08|1,75|2,21|0,01|0,02||
2017 | Mayo|Total nacional|MENESTRA|1.263,50|2.220,12|1,76|5,91|0,03|0,05||
2017 | Mayo|Total nacional|OTR.VERD/HOR.CONG.|4.191,62|10.024,45|2,39|20,05|0,09|0,22||
2017 | Mayo|Total nacional|FRUTAS CONGELADAS|102,52|511,29|4,99|0,73|0|0,01||
2017 | Junio|Total nacional|GUISANTES|998,29|2.480,08|2,48|7,82|0,02|0,05||
2017 | Junio|Total nacional|JUDIAS VERDES|924,18|1.424,07|1,54|4,8|0,02|0,03||
2017 | Junio|Total nacional|PIMIENTOS|1.452,16|6.024,68|4,15|15,87|0,03|0,13||
2017 | Junio|Total nacional|ESPARRAGOS|2.123,20|12.255,90|5,77|18,31|0,05|0,27||
2017 | Junio|Total nacional|ALCACHOFAS|762,17|3.419,47|4,49|6,05|0,02|0,07||
2017 | Junio|Total nacional|CHAMPIÑOSNES+SETAS|1.400,50|3.889,40|2,78|10,26|0,03|0,09||
2017 | Junio|Total nacional|MAIZ DULCE|2.165,82|6.317,65|2,92|19,1|0,05|0,14||
2017 | Junio|Total nacional|MENESTRA|446,97|818,09|1,83|2,74|0,01|0,02||
2017 | Junio|Total nacional|TOMATES|20.164,43|26.563,23|1,32|56,45|0,44|0,58||
2017 | Junio|Total nacional|TOMATE FRITO|14.573,21|20.036,61|1,37|46,38|0,32|0,44||
2017 | Junio|Total nacional|TOMATE NATURAL|5.591,22|6.526,62|1,17|21,19|0,12|0,14||
2017 | Junio|Total nacional|TOMATE N.ENTERO|1.049,66|1.353,60|1,29|4,28|0,02|0,03||
2017 | Junio|Total nacional|TOMATE N.TRITUR.|4.541,56|5.173,02|1,14|18,42|0,1|0,11||
2017 | Junio|Total nacional|OTRA VERD/HORT.CON|1.650,84|4.224,97|2,56|11,86|0,04|0,09||
2017 | Junio|Total nacional|FRUTA EN CONSERVA|6.152,06|18.293,20|2,97|32,35|0,13|0,4||
2017 | Junio|Total nacional|MERMELADAS,CONFIT.|2.411,76|8.482,58|3,52|19,99|0,05|0,19||
2017 | Junio|Total nacional|FRUTA CONS/ALMIBAR|3.308,95|8.203,72|2,48|13,55|0,07|0,18||
2017 | Junio|Total nacional|FRUTA ESCARCHADA|10,37|94,19|9,08|0,19|0|0||
2017 | Junio|Total nacional|RESTO FRUTA CONSER|420,98|1.512,71|3,59|4,2|0,01|0,03||
2017 | Junio|Total nacional|VERD./HORT.CONGELAD|11.755,87|21.066,77|1,79|35,87|0,26|0,46||
2017 | Junio|Total nacional|ESPINACAS|816,56|1.290,90|1,58|4,74|0,02|0,03||
2017 | Junio|Total nacional|GUISANTES|1.748,67|2.858,64|1,63|9,99|0,04|0,06||
2017 | Junio|Total nacional|JUDIA VERDE|2.453,83|3.169,73|1,29|9,79|0,05|0,07||
2017 | Junio|Total nacional|COLIFLOR|330,44|530,92|1,61|1,7|0,01|0,01||
2017 | Junio|Total nacional|PIMIENTOS|183,46|388,32|2,12|1,56|0|0,01||
2017 | Junio|Total nacional|BROCOLI|447,88|761,43|1,7|2,31|0,01|0,02||
2017 | Junio|Total nacional|MENESTRA|1.194,11|2.116,53|1,77|5,24|0,03|0,05||
2017 | Junio|Total nacional|OTR.VERD/HOR.CONG.|4.580,92|9.950,28|2,17|20,54|0,1|0,22||
2017 | Junio|Total nacional|FRUTAS CONGELADAS|73,66|400,99|5,44|0,72|0|0,01||
2017 | Julio|Total nacional|GUISANTES|837,21|2.047,04|2,45|7,24|0,02|0,04||
2017 | Julio|Total nacional|JUDIAS VERDES|962,98|1.547,47|1,61|4,27|0,02|0,03||
2017 | Julio|Total nacional|PIMIENTOS|1.350,03|5.647,10|4,18|15,95|0,03|0,12||
2017 | Julio|Total nacional|ESPARRAGOS|2.042,09|11.562,02|5,66|18,34|0,04|0,25||
2017 | Julio|Total nacional|ALCACHOFAS|676,86|3.144,93|4,65|5,81|0,01|0,07||
2017 | Julio|Total nacional|CHAMPIÑOSNES+SETAS|1.348,47|3.707,18|2,75|10,24|0,03|0,08||
2017 | Julio|Total nacional|MAIZ DULCE|1.897,03|5.609,29|2,96|18,07|0,04|0,12||
2017 | Julio|Total nacional|MENESTRA|440,21|809,46|1,84|2,7|0,01|0,02||
2017 | Julio|Total nacional|TOMATES|19.791,71|26.322,75|1,33|56,71|0,43|0,58||
2017 | Julio|Total nacional|TOMATE FRITO|14.045,82|19.660,49|1,4|47,07|0,31|0,43||
2017 | Julio|Total nacional|TOMATE NATURAL|5.745,89|6.662,26|1,16|22,58|0,13|0,15||
2017 | Julio|Total nacional|TOMATE N.ENTERO|887,77|1.140,78|1,28|3,87|0,02|0,03||
2017 | Julio|Total nacional|TOMATE N.TRITUR.|4.858,13|5.521,48|1,14|19,97|0,11|0,12||
2017 | Julio|Total nacional|OTRA VERD/HORT.CON|1.731,04|4.447,57|2,57|11,67|0,04|0,1||
2017 | Julio|Total nacional|FRUTA EN CONSERVA|5.738,14|16.755,19|2,92|31,86|0,13|0,37||
2017 | Julio|Total nacional|MERMELADAS,CONFIT.|2.211,84|7.616,58|3,44|19,9|0,05|0,17||
2017 | Julio|Total nacional|FRUTA CONS/ALMIBAR|3.057,55|7.345,90|2,4|12,98|0,07|0,16||
2017 | Julio|Total nacional|FRUTA ESCARCHADA|58,07|230,97|3,98|0,56|0|0,01||
2017 | Julio|Total nacional|RESTO FRUTA CONSER|410,68|1.561,73|3,8|4,41|0,01|0,03||
2017 | Julio|Total nacional|VERD./HORT.CONGELAD|10.872,84|19.676,03|1,81|35,41|0,24|0,43||
2017 | Julio|Total nacional|ESPINACAS|755,48|1.224,36|1,62|4,96|0,02|0,03||
2017 | Julio|Total nacional|GUISANTES|1.668,77|2.806,49|1,68|10,05|0,04|0,06||
2017 | Julio|Total nacional|JUDIA VERDE|2.374,42|2.966,77|1,25|9,56|0,05|0,07||
2017 | Julio|Total nacional|COLIFLOR|270,89|455,51|1,68|1,54|0,01|0,01||
2017 | Julio|Total nacional|PIMIENTOS|167,29|355,03|2,12|1,62|0|0,01||
2017 | Julio|Total nacional|BROCOLI|459,23|760,56|1,66|2,22|0,01|0,02||
2017 | Julio|Total nacional|MENESTRA|928,37|1.627,61|1,75|4,87|0,02|0,04||
2017 | Julio|Total nacional|OTR.VERD/HOR.CONG.|4.248,39|9.479,70|2,23|21,12|0,09|0,21||
2017 | Julio|Total nacional|FRUTAS CONGELADAS|129,06|637,94|4,94|0,96|0|0,01||
2017 | Agosto|Total nacional|GUISANTES|745,06|1.826,18|2,45|6,03|0,02|0,04||
2017 | Agosto|Total nacional|JUDIAS VERDES|986,16|1.501,02|1,52|5,37|0,02|0,03||
2017 | Agosto|Total nacional|PIMIENTOS|1.224,77|5.092,47|4,16|15,1|0,03|0,11||
2017 | Agosto|Total nacional|ESPARRAGOS|1.730,60|10.215,89|5,9|16,16|0,04|0,22||
2017 | Agosto|Total nacional|ALCACHOFAS|622,79|2.834,71|4,55|5,1|0,01|0,06||
2017 | Agosto|Total nacional|CHAMPIÑOSNES+SETAS|1.410,96|3.852,27|2,73|10,01|0,03|0,08||
2017 | Agosto|Total nacional|MAIZ DULCE|1.696,44|5.124,52|3,02|15,25|0,04|0,11||
2017 | Agosto|Total nacional|MENESTRA|361,25|598,21|1,66|2,17|0,01|0,01||
2017 | Agosto|Total nacional|TOMATES|18.314,90|24.576,96|1,34|53,23|0,4|0,54||
2017 | Agosto|Total nacional|TOMATE FRITO|13.138,19|18.570,56|1,41|44,31|0,29|0,41||
2017 | Agosto|Total nacional|TOMATE NATURAL|5.176,71|6.006,40|1,16|19,84|0,11|0,13||
2017 | Agosto|Total nacional|TOMATE N.ENTERO|858,94|1.056,51|1,23|3,57|0,02|0,02||
2017 | Agosto|Total nacional|TOMATE N.TRITUR.|4.317,77|4.949,89|1,15|17,68|0,09|0,11||
2017 | Agosto|Total nacional|OTRA VERD/HORT.CON|1.597,01|4.043,90|2,53|11,24|0,04|0,09||
2017 | Agosto|Total nacional|FRUTA EN CONSERVA|5.393,18|16.462,39|3,05|30,36|0,12|0,36||
2017 | Agosto|Total nacional|MERMELADAS,CONFIT.|2.265,54|7.949,48|3,51|19,96|0,05|0,17||
2017 | Agosto|Total nacional|FRUTA CONS/ALMIBAR|2.691,34|6.756,84|2,51|12,12|0,06|0,15||
2017 | Agosto|Total nacional|FRUTA ESCARCHADA|35,69|236,79|6,63|0,44|0|0,01||
2017 | Agosto|Total nacional|RESTO FRUTA CONSER|400,60|1.519,29|3,79|3,31|0,01|0,03||
