Año|Mes|CCAA|Producto|Volumen (miles de kg)|Valor (miles de €)|Precio medio kg|Penetración (%)|Consumo per capita|Gasto per capita||
2014 | Septiembre|Total nacional|JUDIA VERDE|2.753,38|3.750,96|1,36|11,37|0,06|0,08||
2014 | Septiembre|Total nacional|COLIFLOR|269,52|475,69|1,76|1,35|0,01|0,01||
2014 | Septiembre|Total nacional|PIMIENTOS|96,63|204,18|2,11|1,05|0|0||
2014 | Septiembre|Total nacional|BROCOLI|355,68|582,09|1,64|1,69|0,01|0,01||
2014 | Septiembre|Total nacional|MENESTRA|1.100,77|2.004,97|1,82|5,37|0,02|0,04||
2014 | Septiembre|Total nacional|OTR.VERD/HOR.CONG.|3.813,31|8.812,74|2,31|19,17|0,09|0,2||
2014 | Septiembre|Total nacional|FRUTAS CONGELADAS|28,10|118,07|4,2|0,21|0|0||
2014 | Octubre|Total nacional|GUISANTES|783,44|1.788,82|2,28|6,12|0,02|0,04||
2014 | Octubre|Total nacional|JUDIAS VERDES|931,51|1.325,84|1,42|4,66|0,02|0,03||
2014 | Octubre|Total nacional|PIMIENTOS|1.065,41|4.375,01|4,11|12,09|0,02|0,1||
2014 | Octubre|Total nacional|ESPARRAGOS|1.549,28|8.829,84|5,7|13,82|0,03|0,2||
2014 | Octubre|Total nacional|ALCACHOFAS|880,64|3.972,68|4,51|6,86|0,02|0,09||
2014 | Octubre|Total nacional|CHAMPIÑOSNES+SETAS|1.496,14|4.198,91|2,81|11,52|0,03|0,09||
2014 | Octubre|Total nacional|MAIZ DULCE|1.416,06|4.272,33|3,02|12,9|0,03|0,1||
2014 | Octubre|Total nacional|MENESTRA|239,50|452,61|1,89|1,46|0,01|0,01||
2014 | Octubre|Total nacional|TOMATES|19.469,71|25.638,74|1,32|55,79|0,43|0,57||
2014 | Octubre|Total nacional|TOMATE FRITO|14.069,59|19.414,73|1,38|46,11|0,31|0,43||
2014 | Octubre|Total nacional|TOMATE NATURAL|5.400,12|6.224,01|1,15|21,02|0,12|0,14||
2014 | Octubre|Total nacional|TOMATE N.ENTERO|652,15|811,59|1,24|3,18|0,01|0,02||
2014 | Octubre|Total nacional|TOMATE N.TRITUR.|4.747,97|5.412,42|1,14|18,86|0,11|0,12||
2014 | Octubre|Total nacional|OTRA VERD/HORT.CON|1.840,64|4.855,07|2,64|12,14|0,04|0,11||
2014 | Octubre|Total nacional|FRUTA EN CONSERVA|7.434,72|21.238,88|2,86|34,84|0,17|0,47||
2014 | Octubre|Total nacional|MERMELADAS,CONFIT.|2.696,10|9.289,70|3,45|21,48|0,06|0,21||
2014 | Octubre|Total nacional|FRUTA CONS/ALMIBAR|3.374,91|7.338,34|2,17|13,7|0,08|0,16||
2014 | Octubre|Total nacional|FRUTA ESCARCHADA|51,74|305,03|5,9|0,56|0|0,01||
2014 | Octubre|Total nacional|RESTO FRUTA CONSER|1.311,96|4.305,81|3,28|6,29|0,03|0,1||
2014 | Octubre|Total nacional|VERD./HORT.CONGELAD|12.316,82|23.703,56|1,92|38,92|0,27|0,53||
2014 | Octubre|Total nacional|ESPINACAS|1.378,18|2.247,92|1,63|7,83|0,03|0,05||
2014 | Octubre|Total nacional|GUISANTES|2.387,13|4.091,27|1,71|12,99|0,05|0,09||
2014 | Octubre|Total nacional|JUDIA VERDE|2.807,19|3.892,67|1,39|11,83|0,06|0,09||
2014 | Octubre|Total nacional|COLIFLOR|383,75|653,18|1,7|1,98|0,01|0,01||
2014 | Octubre|Total nacional|PIMIENTOS|96,94|203,09|2,09|1,06|0|0||
2014 | Octubre|Total nacional|BROCOLI|323,52|558,48|1,73|1,83|0,01|0,01||
2014 | Octubre|Total nacional|MENESTRA|1.263,96|2.354,61|1,86|5,71|0,03|0,05||
2014 | Octubre|Total nacional|OTR.VERD/HOR.CONG.|3.676,16|9.702,34|2,64|19,9|0,08|0,22||
2014 | Octubre|Total nacional|FRUTAS CONGELADAS|17,87|86,20|4,82|0,19|0|0||
2014 | Noviembre|Total nacional|GUISANTES|655,15|1.510,73|2,31|5,46|0,01|0,03||
2014 | Noviembre|Total nacional|JUDIAS VERDES|1.004,94|1.511,63|1,5|4,88|0,02|0,03||
2014 | Noviembre|Total nacional|PIMIENTOS|1.134,51|4.737,42|4,18|13,31|0,03|0,11||
2014 | Noviembre|Total nacional|ESPARRAGOS|1.708,99|9.571,02|5,6|14,84|0,04|0,21||
2014 | Noviembre|Total nacional|ALCACHOFAS|730,70|3.257,98|4,46|5,95|0,02|0,07||
2014 | Noviembre|Total nacional|CHAMPIÑOSNES+SETAS|1.689,67|4.650,82|2,75|12,42|0,04|0,1||
2014 | Noviembre|Total nacional|MAIZ DULCE|1.367,10|4.231,14|3,09|12,14|0,03|0,09||
2014 | Noviembre|Total nacional|MENESTRA|254,35|488,30|1,92|1,55|0,01|0,01||
2014 | Noviembre|Total nacional|TOMATES|20.583,69|26.671,45|1,3|57,16|0,46|0,6||
2014 | Noviembre|Total nacional|TOMATE FRITO|14.445,95|19.757,51|1,37|46,53|0,32|0,44||
2014 | Noviembre|Total nacional|TOMATE NATURAL|6.137,74|6.913,94|1,13|22,57|0,14|0,15||
2014 | Noviembre|Total nacional|TOMATE N.ENTERO|651,96|793,04|1,22|3,05|0,01|0,02||
2014 | Noviembre|Total nacional|TOMATE N.TRITUR.|5.485,78|6.120,90|1,12|20,7|0,12|0,14||
2014 | Noviembre|Total nacional|OTRA VERD/HORT.CON|1.759,98|4.778,11|2,71|11,15|0,04|0,11||
2014 | Noviembre|Total nacional|FRUTA EN CONSERVA|6.828,90|18.985,20|2,78|33,43|0,15|0,42||
2014 | Noviembre|Total nacional|MERMELADAS,CONFIT.|2.360,96|8.337,31|3,53|19,79|0,05|0,19||
2014 | Noviembre|Total nacional|FRUTA CONS/ALMIBAR|3.801,03|8.058,72|2,12|14,89|0,08|0,18||
2014 | Noviembre|Total nacional|FRUTA ESCARCHADA|64,00|506,59|7,92|0,85|0|0,01||
2014 | Noviembre|Total nacional|RESTO FRUTA CONSER|602,90|2.082,58|3,45|4,81|0,01|0,05||
2014 | Noviembre|Total nacional|VERD./HORT.CONGELAD|11.476,88|21.780,42|1,9|36,65|0,26|0,49||
2014 | Noviembre|Total nacional|ESPINACAS|1.256,20|1.980,99|1,58|7,66|0,03|0,04||
2014 | Noviembre|Total nacional|GUISANTES|2.228,10|3.656,20|1,64|12,54|0,05|0,08||
2014 | Noviembre|Total nacional|JUDIA VERDE|2.681,88|3.601,93|1,34|11,1|0,06|0,08||
2014 | Noviembre|Total nacional|COLIFLOR|332,40|581,53|1,75|1,8|0,01|0,01||
2014 | Noviembre|Total nacional|PIMIENTOS|145,00|304,59|2,1|1,3|0|0,01||
2014 | Noviembre|Total nacional|BROCOLI|353,38|599,02|1,7|1,98|0,01|0,01||
2014 | Noviembre|Total nacional|MENESTRA|1.265,99|2.266,24|1,79|5,95|0,03|0,05||
2014 | Noviembre|Total nacional|OTR.VERD/HOR.CONG.|3.213,92|8.789,93|2,73|17,37|0,07|0,2||
2014 | Noviembre|Total nacional|FRUTAS CONGELADAS|30,60|138,97|4,54|0,27|0|0||
2014 | Diciembre|Total nacional|GUISANTES|704,75|1.520,62|2,16|5,97|0,02|0,03||
2014 | Diciembre|Total nacional|JUDIAS VERDES|855,94|1.240,51|1,45|4,33|0,02|0,03||
2014 | Diciembre|Total nacional|PIMIENTOS|1.554,77|6.607,65|4,25|17,2|0,03|0,15||
2014 | Diciembre|Total nacional|ESPARRAGOS|2.779,02|15.823,52|5,69|19,77|0,06|0,35||
2014 | Diciembre|Total nacional|ALCACHOFAS|1.013,47|4.388,44|4,33|7,48|0,02|0,1||
2014 | Diciembre|Total nacional|CHAMPIÑOSNES+SETAS|1.738,92|4.988,46|2,87|12,45|0,04|0,11||
2014 | Diciembre|Total nacional|MAIZ DULCE|1.219,30|3.760,39|3,08|11,15|0,03|0,08||
2014 | Diciembre|Total nacional|MENESTRA|219,55|432,80|1,97|1,32|0|0,01||
2014 | Diciembre|Total nacional|TOMATES|20.104,23|26.316,60|1,31|56,5|0,45|0,59||
2014 | Diciembre|Total nacional|TOMATE FRITO|14.625,05|19.857,63|1,36|47,21|0,33|0,44||
2014 | Diciembre|Total nacional|TOMATE NATURAL|5.479,18|6.458,97|1,18|21,68|0,12|0,14||
2014 | Diciembre|Total nacional|TOMATE N.ENTERO|702,60|946,40|1,35|3,01|0,02|0,02||
2014 | Diciembre|Total nacional|TOMATE N.TRITUR.|4.776,59|5.512,57|1,15|19,48|0,11|0,12||
2014 | Diciembre|Total nacional|OTRA VERD/HORT.CON|1.918,18|5.628,52|2,93|11,71|0,04|0,13||
2014 | Diciembre|Total nacional|FRUTA EN CONSERVA|10.475,70|30.138,99|2,88|46,44|0,23|0,67||
2014 | Diciembre|Total nacional|MERMELADAS,CONFIT.|2.657,90|9.530,29|3,59|23,46|0,06|0,21||
2014 | Diciembre|Total nacional|FRUTA CONS/ALMIBAR|6.920,19|16.345,58|2,36|27,51|0,15|0,36||
2014 | Diciembre|Total nacional|FRUTA ESCARCHADA|289,71|1.919,02|6,62|2,73|0,01|0,04||
2014 | Diciembre|Total nacional|RESTO FRUTA CONSER|607,90|2.344,10|3,86|6,97|0,01|0,05||
2014 | Diciembre|Total nacional|VERD./HORT.CONGELAD|9.908,07|19.047,08|1,92|34,07|0,22|0,42||
2014 | Diciembre|Total nacional|ESPINACAS|962,52|1.598,58|1,66|6,12|0,02|0,04||
2014 | Diciembre|Total nacional|GUISANTES|1.880,90|3.123,46|1,66|10,58|0,04|0,07||
2014 | Diciembre|Total nacional|JUDIA VERDE|2.378,82|3.171,08|1,33|9,9|0,05|0,07||
2014 | Diciembre|Total nacional|COLIFLOR|141,76|246,23|1,74|0,86|0|0,01||
2014 | Diciembre|Total nacional|PIMIENTOS|119,99|250,83|2,09|1,19|0|0,01||
2014 | Diciembre|Total nacional|BROCOLI|360,56|615,44|1,71|1,77|0,01|0,01||
2014 | Diciembre|Total nacional|MENESTRA|914,17|1.680,16|1,84|4,72|0,02|0,04||
2014 | Diciembre|Total nacional|OTR.VERD/HOR.CONG.|3.149,35|8.361,30|2,65|17,48|0,07|0,19||
2014 | Diciembre|Total nacional|FRUTAS CONGELADAS|45,37|237,84|5,24|0,41|0|0,01||
2015 | Enero|Total nacional|GUISANTES|743,69|1.690,06|2,27|5,89|0,02|0,04||
2015 | Enero|Total nacional|JUDIAS VERDES|1.142,38|1.592,22|1,39|4,96|0,03|0,04||
2015 | Enero|Total nacional|PIMIENTOS|1.199,38|5.001,53|4,17|13,4|0,03|0,11||
2015 | Enero|Total nacional|ESPARRAGOS|1.598,47|8.974,40|5,61|14,16|0,04|0,2||
2015 | Enero|Total nacional|ALCACHOFAS|819,88|3.545,95|4,32|6,53|0,02|0,08||
2015 | Enero|Total nacional|CHAMPIÑOSNES+SETAS|1.773,25|4.837,93|2,73|12,63|0,04|0,11||
2015 | Enero|Total nacional|MAIZ DULCE|1.315,04|4.054,20|3,08|12,41|0,03|0,09||
2015 | Enero|Total nacional|MENESTRA|264,22|520,98|1,97|1,56|0,01|0,01||
2015 | Enero|Total nacional|TOMATES|22.412,44|28.978,05|1,29|59,51|0,5|0,65||
2015 | Enero|Total nacional|TOMATE FRITO|16.206,43|21.812,07|1,35|49,78|0,36|0,49||
2015 | Enero|Total nacional|TOMATE NATURAL|6.206,01|7.165,98|1,15|23,17|0,14|0,16||
2015 | Enero|Total nacional|TOMATE N.ENTERO|736,06|876,94|1,19|3,25|0,02|0,02||
2015 | Enero|Total nacional|TOMATE N.TRITUR.|5.469,95|6.289,04|1,15|21,05|0,12|0,14||
2015 | Enero|Total nacional|OTRA VERD/HORT.CON|1.876,91|4.691,91|2,5|11,95|0,04|0,11||
2015 | Enero|Total nacional|FRUTA EN CONSERVA|7.013,41|19.187,66|2,74|35,43|0,16|0,43||
2015 | Enero|Total nacional|MERMELADAS,CONFIT.|2.487,19|8.584,63|3,45|20,71|0,06|0,19||
2015 | Enero|Total nacional|FRUTA CONS/ALMIBAR|3.917,66|8.372,36|2,14|15,6|0,09|0,19||
2015 | Enero|Total nacional|FRUTA ESCARCHADA|80,63|310,03|3,85|1,03|0|0,01||
2015 | Enero|Total nacional|RESTO FRUTA CONSER|527,93|1.920,65|3,64|5,21|0,01|0,04||
2015 | Enero|Total nacional|VERD./HORT.CONGELAD|13.424,27|24.831,58|1,85|40,15|0,3|0,56||
2015 | Enero|Total nacional|ESPINACAS|1.358,04|2.215,36|1,63|7,95|0,03|0,05||
2015 | Enero|Total nacional|GUISANTES|2.560,51|4.227,72|1,65|13,94|0,06|0,09||
2015 | Enero|Total nacional|JUDIA VERDE|3.443,32|4.422,51|1,28|13,31|0,08|0,1||
2015 | Enero|Total nacional|COLIFLOR|405,12|712,87|1,76|2,07|0,01|0,02||
2015 | Enero|Total nacional|PIMIENTOS|128,64|270,85|2,11|1,2|0|0,01||
2015 | Enero|Total nacional|BROCOLI|382,01|666,77|1,75|1,87|0,01|0,01||
2015 | Enero|Total nacional|MENESTRA|1.515,31|2.747,00|1,81|6,93|0,03|0,06||
2015 | Enero|Total nacional|OTR.VERD/HOR.CONG.|3.631,32|9.568,49|2,63|18,73|0,08|0,21||
2015 | Enero|Total nacional|FRUTAS CONGELADAS|38,52|191,36|4,97|0,42|0|0||
2015 | Febrero|Total nacional|GUISANTES|701,61|1.569,17|2,24|5,56|0,02|0,04||
2015 | Febrero|Total nacional|JUDIAS VERDES|991,48|1.404,56|1,42|4,49|0,02|0,03||
2015 | Febrero|Total nacional|PIMIENTOS|1.086,93|4.393,89|4,04|12,37|0,02|0,1||
2015 | Febrero|Total nacional|ESPARRAGOS|1.330,64|7.513,70|5,65|12,36|0,03|0,17||
2015 | Febrero|Total nacional|ALCACHOFAS|643,48|2.803,43|4,36|5,34|0,01|0,06||
2015 | Febrero|Total nacional|CHAMPIÑOSNES+SETAS|1.511,77|4.207,93|2,78|11,19|0,03|0,09||
2015 | Febrero|Total nacional|MAIZ DULCE|1.197,59|3.768,19|3,15|11,08|0,03|0,08||
2015 | Febrero|Total nacional|MENESTRA|274,76|510,39|1,86|1,55|0,01|0,01||
2015 | Febrero|Total nacional|TOMATES|19.715,51|25.868,73|1,31|56,45|0,44|0,58||
2015 | Febrero|Total nacional|TOMATE FRITO|14.276,47|19.493,60|1,37|46,56|0,32|0,44||
2015 | Febrero|Total nacional|TOMATE NATURAL|5.439,04|6.375,13|1,17|21,65|0,12|0,14||
2015 | Febrero|Total nacional|TOMATE N.ENTERO|638,62|833,57|1,31|3,05|0,01|0,02||
2015 | Febrero|Total nacional|TOMATE N.TRITUR.|4.800,42|5.541,57|1,15|19,66|0,11|0,12||
2015 | Febrero|Total nacional|OTRA VERD/HORT.CON|1.818,86|4.412,13|2,43|11,76|0,04|0,1||
2015 | Febrero|Total nacional|FRUTA EN CONSERVA|6.000,33|17.177,98|2,86|33,53|0,13|0,39||
2015 | Febrero|Total nacional|MERMELADAS,CONFIT.|2.526,82|8.847,48|3,5|21,25|0,06|0,2||
2015 | Febrero|Total nacional|FRUTA CONS/ALMIBAR|2.984,27|6.480,20|2,17|12,33|0,07|0,15||
2015 | Febrero|Total nacional|FRUTA ESCARCHADA|49,92|315,72|6,32|0,56|0|0,01||
2015 | Febrero|Total nacional|RESTO FRUTA CONSER|439,32|1.534,58|3,49|4,84|0,01|0,03||
2015 | Febrero|Total nacional|VERD./HORT.CONGELAD|11.420,26|22.222,68|1,95|36,13|0,26|0,5||
2015 | Febrero|Total nacional|ESPINACAS|1.294,10|2.055,02|1,59|8,02|0,03|0,05||
2015 | Febrero|Total nacional|GUISANTES|2.202,80|3.677,22|1,67|11,97|0,05|0,08||
2015 | Febrero|Total nacional|JUDIA VERDE|2.686,10|3.491,34|1,3|11,13|0,06|0,08||
2015 | Febrero|Total nacional|COLIFLOR|312,08|607,50|1,95|1,58|0,01|0,01||
2015 | Febrero|Total nacional|PIMIENTOS|147,00|308,20|2,1|1,44|0|0,01||
2015 | Febrero|Total nacional|BROCOLI|386,07|666,21|1,73|2,1|0,01|0,01||
2015 | Febrero|Total nacional|MENESTRA|1.214,48|2.394,64|1,97|5,46|0,03|0,05||
2015 | Febrero|Total nacional|OTR.VERD/HOR.CONG.|3.177,63|9.022,56|2,84|17,39|0,07|0,2||
2015 | Febrero|Total nacional|FRUTAS CONGELADAS|21,78|120,06|5,51|0,22|0|0||
2015 | Marzo|Total nacional|GUISANTES|759,01|1.643,99|2,17|5,84|0,02|0,04||
2015 | Marzo|Total nacional|JUDIAS VERDES|1.094,62|1.606,38|1,47|4,75|0,02|0,04||
2015 | Marzo|Total nacional|PIMIENTOS|1.216,23|5.019,96|4,13|13,78|0,03|0,11||
2015 | Marzo|Total nacional|ESPARRAGOS|1.674,48|9.606,69|5,74|14,78|0,04|0,22||
2015 | Marzo|Total nacional|ALCACHOFAS|852,68|3.662,89|4,3|6,23|0,02|0,08||
2015 | Marzo|Total nacional|CHAMPIÑOSNES+SETAS|1.550,56|4.309,37|2,78|11,48|0,03|0,1||
2015 | Marzo|Total nacional|MAIZ DULCE|1.548,93|4.734,97|3,06|13,56|0,03|0,11||
2015 | Marzo|Total nacional|MENESTRA|286,29|554,50|1,94|1,68|0,01|0,01||
2015 | Marzo|Total nacional|TOMATES|21.589,82|28.516,22|1,32|59,52|0,48|0,64||
2015 | Marzo|Total nacional|TOMATE FRITO|15.292,35|21.395,65|1,4|48,98|0,34|0,48||
2015 | Marzo|Total nacional|TOMATE NATURAL|6.297,47|7.120,57|1,13|23|0,14|0,16||
2015 | Marzo|Total nacional|TOMATE N.ENTERO|722,51|914,61|1,27|3,26|0,02|0,02||
2015 | Marzo|Total nacional|TOMATE N.TRITUR.|5.574,97|6.205,96|1,11|20,94|0,12|0,14||
2015 | Marzo|Total nacional|OTRA VERD/HORT.CON|1.997,65|4.988,13|2,5|12,92|0,04|0,11||
2015 | Marzo|Total nacional|FRUTA EN CONSERVA|7.720,44|21.424,10|2,77|38,14|0,17|0,48||
2015 | Marzo|Total nacional|MERMELADAS,CONFIT.|2.955,91|10.259,33|3,47|24,16|0,07|0,23||
2015 | Marzo|Total nacional|FRUTA CONS/ALMIBAR|4.126,02|8.687,56|2,11|15,39|0,09|0,19||
2015 | Marzo|Total nacional|FRUTA ESCARCHADA|26,61|218,46|8,21|0,38|0|0||
2015 | Marzo|Total nacional|RESTO FRUTA CONSER|611,91|2.258,75|3,69|5,94|0,01|0,05||
2015 | Marzo|Total nacional|VERD./HORT.CONGELAD|12.573,09|23.921,74|1,9|39,04|0,28|0,54||
2015 | Marzo|Total nacional|ESPINACAS|1.350,58|2.194,11|1,62|7,86|0,03|0,05||
2015 | Marzo|Total nacional|GUISANTES|2.440,38|4.377,00|1,79|12,75|0,05|0,1||
2015 | Marzo|Total nacional|JUDIA VERDE|2.905,23|3.834,92|1,32|11,58|0,07|0,09||
2015 | Marzo|Total nacional|COLIFLOR|349,79|578,29|1,65|1,87|0,01|0,01||
2015 | Marzo|Total nacional|PIMIENTOS|140,26|294,47|2,1|1,25|0|0,01||
2015 | Marzo|Total nacional|BROCOLI|391,96|649,30|1,66|1,78|0,01|0,01||
2015 | Marzo|Total nacional|MENESTRA|1.350,38|2.466,20|1,83|6,3|0,03|0,06||
2015 | Marzo|Total nacional|OTR.VERD/HOR.CONG.|3.644,51|9.527,44|2,61|20,01|0,08|0,21||
2015 | Marzo|Total nacional|FRUTAS CONGELADAS|20,36|112,83|5,54|0,2|0|0||
2015 | Abril|Total nacional|GUISANTES|842,17|1.947,78|2,31|6,08|0,02|0,04||
2015 | Abril|Total nacional|JUDIAS VERDES|1.068,96|1.526,06|1,43|4,61|0,02|0,03||
2015 | Abril|Total nacional|PIMIENTOS|1.305,80|5.167,29|3,96|14,5|0,03|0,12||
2015 | Abril|Total nacional|ESPARRAGOS|1.791,28|9.927,61|5,54|15,1|0,04|0,22||
2015 | Abril|Total nacional|ALCACHOFAS|720,94|3.171,80|4,4|5,97|0,02|0,07||
2015 | Abril|Total nacional|CHAMPIÑOSNES+SETAS|1.455,48|4.026,78|2,77|11,16|0,03|0,09||
2015 | Abril|Total nacional|MAIZ DULCE|1.637,43|4.967,30|3,03|14,52|0,04|0,11||
2015 | Abril|Total nacional|MENESTRA|413,65|814,52|1,97|2,46|0,01|0,02||
2015 | Abril|Total nacional|TOMATES|20.931,64|27.479,34|1,31|58,13|0,47|0,62||
2015 | Abril|Total nacional|TOMATE FRITO|14.816,06|20.464,55|1,38|48,23|0,33|0,46||
2015 | Abril|Total nacional|TOMATE NATURAL|6.115,58|7.014,79|1,15|23,36|0,14|0,16||
2015 | Abril|Total nacional|TOMATE N.ENTERO|863,62|1.004,84|1,16|3,68|0,02|0,02||
2015 | Abril|Total nacional|TOMATE N.TRITUR.|5.251,96|6.009,95|1,14|20,88|0,12|0,13||
2015 | Abril|Total nacional|OTRA VERD/HORT.CON|1.897,59|4.821,55|2,54|12,42|0,04|0,11||
2015 | Abril|Total nacional|FRUTA EN CONSERVA|7.354,28|20.668,91|2,81|36,71|0,16|0,46||
2015 | Abril|Total nacional|MERMELADAS,CONFIT.|2.676,52|9.443,02|3,53|22,56|0,06|0,21||
2015 | Abril|Total nacional|FRUTA CONS/ALMIBAR|4.091,71|8.959,00|2,19|15,96|0,09|0,2||
2015 | Abril|Total nacional|FRUTA ESCARCHADA|61,23|410,98|6,71|0,74|0|0,01||
2015 | Abril|Total nacional|RESTO FRUTA CONSER|524,82|1.855,90|3,54|5,27|0,01|0,04||
2015 | Abril|Total nacional|VERD./HORT.CONGELAD|12.006,33|21.941,80|1,83|37,01|0,27|0,49||
2015 | Abril|Total nacional|ESPINACAS|1.144,94|1.752,76|1,53|6,39|0,03|0,04||
2015 | Abril|Total nacional|GUISANTES|2.329,38|3.790,12|1,63|12,65|0,05|0,08||
2015 | Abril|Total nacional|JUDIA VERDE|2.587,71|3.340,79|1,29|10,8|0,06|0,07||
2015 | Abril|Total nacional|COLIFLOR|314,41|573,30|1,82|1,54|0,01|0,01||
2015 | Abril|Total nacional|PIMIENTOS|137,57|277,80|2,02|1,28|0|0,01||
2015 | Abril|Total nacional|BROCOLI|421,23|715,79|1,7|2,24|0,01|0,02||
2015 | Abril|Total nacional|MENESTRA|1.268,87|2.290,26|1,8|6,08|0,03|0,05||
2015 | Abril|Total nacional|OTR.VERD/HOR.CONG.|3.802,22|9.200,97|2,42|19,19|0,09|0,21||
2015 | Abril|Total nacional|FRUTAS CONGELADAS|25,93|131,20|5,06|0,18|0|0||
2015 | Mayo|Total nacional|GUISANTES|873,84|1.994,15|2,28|6,81|0,02|0,04||
2015 | Mayo|Total nacional|JUDIAS VERDES|1.166,96|1.630,13|1,4|4,96|0,03|0,04||
2015 | Mayo|Total nacional|PIMIENTOS|1.522,26|5.984,61|3,93|15,61|0,03|0,13||
2015 | Mayo|Total nacional|ESPARRAGOS|1.860,57|10.597,36|5,7|15,81|0,04|0,24||
2015 | Mayo|Total nacional|ALCACHOFAS|776,34|3.312,25|4,27|6,25|0,02|0,07||
2015 | Mayo|Total nacional|CHAMPIÑOSNES+SETAS|1.445,59|3.951,10|2,73|10,76|0,03|0,09||
2015 | Mayo|Total nacional|MAIZ DULCE|2.003,45|6.077,77|3,03|17,58|0,04|0,14||
2015 | Mayo|Total nacional|MENESTRA|407,34|701,68|1,72|2,36|0,01|0,02||
2015 | Mayo|Total nacional|TOMATES|21.015,26|27.789,83|1,32|58,58|0,47|0,62||
2015 | Mayo|Total nacional|TOMATE FRITO|14.783,81|20.527,49|1,39|47,43|0,33|0,46||
2015 | Mayo|Total nacional|TOMATE NATURAL|6.231,44|7.262,34|1,17|23,3|0,14|0,16||
2015 | Mayo|Total nacional|TOMATE N.ENTERO|1.055,04|1.297,85|1,23|4,44|0,02|0,03||
2015 | Mayo|Total nacional|TOMATE N.TRITUR.|5.176,40|5.964,50|1,15|20,47|0,12|0,13||
2015 | Mayo|Total nacional|OTRA VERD/HORT.CON|1.917,39|4.861,93|2,54|12,78|0,04|0,11||
2015 | Mayo|Total nacional|FRUTA EN CONSERVA|7.360,43|20.569,78|2,79|36,53|0,16|0,46||
2015 | Mayo|Total nacional|MERMELADAS,CONFIT.|2.657,73|9.375,21|3,53|22,01|0,06|0,21||
2015 | Mayo|Total nacional|FRUTA CONS/ALMIBAR|4.128,97|8.847,34|2,14|15,83|0,09|0,2||
2015 | Mayo|Total nacional|FRUTA ESCARCHADA|77,14|696,44|9,03|0,82|0|0,02||
2015 | Mayo|Total nacional|RESTO FRUTA CONSER|496,59|1.650,79|3,32|5,02|0,01|0,04||
2015 | Mayo|Total nacional|VERD./HORT.CONGELAD|11.943,45|21.253,23|1,78|36,98|0,27|0,48||
2015 | Mayo|Total nacional|ESPINACAS|980,63|1.499,50|1,53|5,81|0,02|0,03||
2015 | Mayo|Total nacional|GUISANTES|2.131,76|3.635,45|1,71|12,01|0,05|0,08||
2015 | Mayo|Total nacional|JUDIA VERDE|2.554,22|3.246,04|1,27|10,24|0,06|0,07||
2015 | Mayo|Total nacional|COLIFLOR|296,47|497,58|1,68|1,82|0,01|0,01||
2015 | Mayo|Total nacional|PIMIENTOS|169,64|362,00|2,13|1,51|0|0,01||
2015 | Mayo|Total nacional|BROCOLI|370,86|623,94|1,68|1,97|0,01|0,01||
2015 | Mayo|Total nacional|MENESTRA|1.294,02|2.380,74|1,84|5,97|0,03|0,05||
2015 | Mayo|Total nacional|OTR.VERD/HOR.CONG.|4.145,84|9.007,98|2,17|19,99|0,09|0,2||
2015 | Mayo|Total nacional|FRUTAS CONGELADAS|34,37|164,08|4,77|0,25|0|0||
2015 | Junio|Total nacional|GUISANTES|827,27|1.958,66|2,37|6,78|0,02|0,04||
2015 | Junio|Total nacional|JUDIAS VERDES|856,61|1.248,68|1,46|4,16|0,02|0,03||
2015 | Junio|Total nacional|PIMIENTOS|1.324,50|5.461,99|4,12|15,37|0,03|0,12||
2015 | Junio|Total nacional|ESPARRAGOS|1.914,25|10.984,50|5,74|16,57|0,04|0,25||
2015 | Junio|Total nacional|ALCACHOFAS|672,68|2.997,06|4,46|5,47|0,02|0,07||
2015 | Junio|Total nacional|CHAMPIÑOSNES+SETAS|1.333,50|3.724,58|2,79|10,03|0,03|0,08||
2015 | Junio|Total nacional|MAIZ DULCE|2.020,43|6.252,02|3,09|18,19|0,05|0,14||
2015 | Junio|Total nacional|MENESTRA|478,45|826,66|1,73|2,9|0,01|0,02||
2015 | Junio|Total nacional|TOMATES|20.347,87|26.292,08|1,29|56,5|0,46|0,59||
2015 | Junio|Total nacional|TOMATE FRITO|14.152,12|19.129,56|1,35|46,1|0,32|0,43||
2015 | Junio|Total nacional|TOMATE NATURAL|6.195,75|7.162,52|1,16|22,9|0,14|0,16||
2015 | Junio|Total nacional|TOMATE N.ENTERO|887,39|1.087,76|1,23|3,89|0,02|0,02||
2015 | Junio|Total nacional|TOMATE N.TRITUR.|5.308,37|6.074,76|1,14|20,5|0,12|0,14||
2015 | Junio|Total nacional|OTRA VERD/HORT.CON|1.933,24|5.002,35|2,59|13,27|0,04|0,11||
2015 | Junio|Total nacional|FRUTA EN CONSERVA|6.478,66|18.171,96|2,8|33,4|0,15|0,41||
2015 | Junio|Total nacional|MERMELADAS,CONFIT.|2.425,69|8.462,34|3,49|20,57|0,05|0,19||
2015 | Junio|Total nacional|FRUTA CONS/ALMIBAR|3.532,97|7.800,41|2,21|14,14|0,08|0,17||
2015 | Junio|Total nacional|FRUTA ESCARCHADA|23,70|161,70|6,82|0,34|0|0||
2015 | Junio|Total nacional|RESTO FRUTA CONSER|496,30|1.747,51|3,52|5,02|0,01|0,04||
2015 | Junio|Total nacional|VERD./HORT.CONGELAD|11.108,40|19.719,50|1,78|36,63|0,25|0,44||
