Año|Mes|CCAA|Producto|Volumen (miles de kg)|Valor (miles de €)|Precio medio kg|Penetración (%)|Consumo per capita|Gasto per capita||
2017 | Mayo|Total nacional|PATATAS PROCESADAS|4.791,11|25.223,15|5,26|43,78|0,11|0,55||
2017 | Mayo|Total nacional|T.HORTALIZAS FRESCAS|211.510,20|360.226,24|1,7|97,18|4,64|7,9||
2017 | Mayo|Total nacional|TOMATES|49.472,58|75.801,38|1,53|83,32|1,08|1,66||
2017 | Mayo|Total nacional|CEBOLLAS|25.729,50|26.807,98|1,04|67,51|0,56|0,59||
2017 | Mayo|Total nacional|AJOS|2.631,18|11.712,69|4,45|33,27|0,06|0,26||
2017 | Mayo|Total nacional|COLES|4.396,70|4.890,13|1,11|14,51|0,1|0,11||
2017 | Mayo|Total nacional|PEPINOS|8.363,82|10.208,32|1,22|36,7|0,18|0,22||
2017 | Mayo|Total nacional|JUDIAS VERDES|7.059,36|18.962,75|2,69|32,28|0,15|0,42||
2017 | Mayo|Total nacional|PIMIENTOS|16.065,85|28.778,25|1,79|63,36|0,35|0,63||
2017 | Mayo|Total nacional|CHAMPIÑONES+O.SETAS|4.176,40|15.364,57|3,68|34,42|0,09|0,34||
2017 | Mayo|Total nacional|LECHUGA/ESC./ENDIVIA|15.049,08|40.043,17|2,66|62,68|0,33|0,88||
2017 | Mayo|Total nacional|ESPARRAGOS|5.288,67|12.208,64|2,31|19,1|0,12|0,27||
2017 | Mayo|Total nacional|VERDURAS DE HOJA|4.733,45|10.443,74|2,21|23,86|0,1|0,23||
2017 | Mayo|Total nacional|BERENJENAS|4.820,95|6.464,91|1,34|26,84|0,11|0,14||
2017 | Mayo|Total nacional|ZANAHORIAS|12.411,97|10.319,26|0,83|51,84|0,27|0,23||
2017 | Mayo|Total nacional|CALABACINES|14.311,93|15.464,40|1,08|49,39|0,31|0,34||
2017 | Mayo|Total nacional|OTR.HORTALIZAS/VERD.|36.998,74|72.756,06|1,97|75,96|0,81|1,6||
2017 | Mayo|Total nacional|BROCOLI|4.993,87|7.676,32|1,54|21,26|0,11|0,17||
2017 | Mayo|Total nacional|ALCACHOFAS|6.285,79|8.685,24|1,38|21,17|0,14|0,19||
2017 | Mayo|Total nacional|VERD./HORT. IV GAMA|15.816,47|45.612,08|2,88|56,82|0,35|1||
2017 | Junio|Total nacional|TOTAL PATATAS|104.474,08|86.422,51|0,83|77,14|2,29|1,89||
2017 | Junio|Total nacional|PATATAS FRESCAS|78.624,82|58.279,35|0,74|63,5|1,72|1,28||
2017 | Junio|Total nacional|PATATAS CONGELADAS|3.010,22|3.675,98|1,22|9,09|0,07|0,08||
2017 | Junio|Total nacional|PATATAS PROCESADAS|4.567,81|24.467,18|5,36|43,88|0,1|0,54||
2017 | Junio|Total nacional|T.HORTALIZAS FRESCAS|220.428,19|372.727,44|1,69|96,53|4,83|8,17||
2017 | Junio|Total nacional|TOMATES|61.775,50|86.651,15|1,4|84,2|1,35|1,9||
2017 | Junio|Total nacional|CEBOLLAS|26.498,11|28.093,20|1,06|65,62|0,58|0,62||
2017 | Junio|Total nacional|AJOS|4.359,35|17.689,90|4,06|33,69|0,1|0,39||
2017 | Junio|Total nacional|COLES|3.550,08|3.821,49|1,08|11,4|0,08|0,08||
2017 | Junio|Total nacional|PEPINOS|12.638,81|14.999,31|1,19|46,24|0,28|0,33||
2017 | Junio|Total nacional|JUDIAS VERDES|8.143,03|21.489,61|2,64|34,08|0,18|0,47||
2017 | Junio|Total nacional|PIMIENTOS|18.174,76|32.336,28|1,78|66,92|0,4|0,71||
2017 | Junio|Total nacional|CHAMPIÑONES+O.SETAS|4.290,58|13.943,43|3,25|31,8|0,09|0,31||
2017 | Junio|Total nacional|LECHUGA/ESC./ENDIVIA|15.735,40|40.874,11|2,6|60,31|0,35|0,9||
2017 | Junio|Total nacional|ESPARRAGOS|3.200,56|6.558,90|2,05|12,13|0,07|0,14||
2017 | Junio|Total nacional|VERDURAS DE HOJA|3.792,98|8.510,92|2,24|20,68|0,08|0,19||
2017 | Junio|Total nacional|BERENJENAS|5.291,45|7.788,27|1,47|27,44|0,12|0,17||
2017 | Junio|Total nacional|ZANAHORIAS|11.572,34|14.397,84|1,24|50,44|0,25|0,32||
2017 | Junio|Total nacional|CALABACINES|14.106,77|16.668,08|1,18|46,89|0,31|0,37||
2017 | Junio|Total nacional|OTR.HORTALIZAS/VERD.|27.298,47|58.904,95|2,16|70,45|0,6|1,29||
2017 | Junio|Total nacional|BROCOLI|4.130,42|6.390,48|1,55|19,12|0,09|0,14||
2017 | Junio|Total nacional|ALCACHOFAS|2.373,29|3.699,98|1,56|9,51|0,05|0,08||
2017 | Junio|Total nacional|VERD./HORT. IV GAMA|15.391,45|44.336,60|2,88|55,27|0,34|0,97||
2017 | Julio|Total nacional|TOTAL PATATAS|112.078,62|90.253,16|0,81|76,71|2,46|1,98||
2017 | Julio|Total nacional|PATATAS FRESCAS|83.570,27|59.165,18|0,71|62,96|1,83|1,3||
2017 | Julio|Total nacional|PATATAS CONGELADAS|3.113,14|3.821,69|1,23|9,46|0,07|0,08||
2017 | Julio|Total nacional|PATATAS PROCESADAS|5.079,04|27.266,29|5,37|47,16|0,11|0,6||
2017 | Julio|Total nacional|T.HORTALIZAS FRESCAS|226.234,00|377.033,16|1,67|95,32|4,96|8,27||
2017 | Julio|Total nacional|TOMATES|65.373,14|93.086,18|1,42|80,12|1,43|2,04||
2017 | Julio|Total nacional|CEBOLLAS|29.782,90|31.038,78|1,04|64,61|0,65|0,68||
2017 | Julio|Total nacional|AJOS|3.835,05|14.834,60|3,87|32,59|0,08|0,33||
2017 | Julio|Total nacional|COLES|4.338,59|4.542,28|1,05|10,25|0,1|0,1||
2017 | Julio|Total nacional|PEPINOS|14.004,40|15.786,52|1,13|45,83|0,31|0,35||
2017 | Julio|Total nacional|JUDIAS VERDES|9.757,06|25.902,49|2,65|31,76|0,21|0,57||
2017 | Julio|Total nacional|PIMIENTOS|20.075,93|37.191,52|1,85|65,83|0,44|0,82||
2017 | Julio|Total nacional|CHAMPIÑONES+O.SETAS|3.079,97|12.050,60|3,91|28,96|0,07|0,26||
2017 | Julio|Total nacional|LECHUGA/ESC./ENDIVIA|14.764,87|40.503,41|2,74|61,41|0,32|0,89||
2017 | Julio|Total nacional|ESPARRAGOS|1.355,26|3.171,36|2,34|6,12|0,03|0,07||
2017 | Julio|Total nacional|VERDURAS DE HOJA|3.286,42|7.917,34|2,41|19,77|0,07|0,17||
2017 | Julio|Total nacional|BERENJENAS|7.132,22|10.657,67|1,49|28,14|0,16|0,23||
2017 | Julio|Total nacional|ZANAHORIAS|11.366,01|9.486,74|0,83|50,81|0,25|0,21||
2017 | Julio|Total nacional|CALABACINES|15.070,08|18.856,74|1,25|45,92|0,33|0,41||
2017 | Julio|Total nacional|OTR.HORTALIZAS/VERD.|23.012,09|52.006,94|2,26|67,75|0,5|1,14||
2017 | Julio|Total nacional|BROCOLI|3.524,11|5.782,07|1,64|15,09|0,08|0,13||
2017 | Julio|Total nacional|ALCACHOFAS|726,64|1.513,96|2,08|3,89|0,02|0,03||
2017 | Julio|Total nacional|VERD./HORT. IV GAMA|16.591,68|45.986,90|2,77|54,66|0,36|1,01||
2017 | Agosto|Total nacional|TOTAL PATATAS|105.909,88|86.477,40|0,82|73,31|2,32|1,9||
2017 | Agosto|Total nacional|PATATAS FRESCAS|78.525,98|56.595,38|0,72|60,9|1,72|1,24||
2017 | Agosto|Total nacional|PATATAS CONGELADAS|3.057,77|3.903,26|1,28|9,34|0,07|0,09||
2017 | Agosto|Total nacional|PATATAS PROCESADAS|4.865,23|25.978,76|5,34|44,36|0,11|0,57||
2017 | Agosto|Total nacional|T.HORTALIZAS FRESCAS|208.477,83|354.646,03|1,7|91,85|4,57|7,78||
2017 | Agosto|Total nacional|TOMATES|65.893,12|99.495,36|1,51|74,05|1,44|2,18||
2017 | Agosto|Total nacional|CEBOLLAS|25.965,95|27.073,68|1,04|61,28|0,57|0,59||
2017 | Agosto|Total nacional|AJOS|2.109,74|8.954,71|4,24|27,1|0,05|0,2||
2017 | Agosto|Total nacional|COLES|3.902,34|4.650,77|1,19|9,94|0,09|0,1||
2017 | Agosto|Total nacional|PEPINOS|10.582,48|11.971,84|1,13|41,23|0,23|0,26||
2017 | Agosto|Total nacional|JUDIAS VERDES|8.533,47|24.950,13|2,92|26,96|0,19|0,55||
2017 | Agosto|Total nacional|PIMIENTOS|21.144,75|38.069,26|1,8|58,22|0,46|0,83||
2017 | Agosto|Total nacional|CHAMPIÑONES+O.SETAS|3.209,83|12.129,26|3,78|27,16|0,07|0,27||
2017 | Agosto|Total nacional|LECHUGA/ESC./ENDIVIA|12.378,04|33.679,96|2,72|55,94|0,27|0,74||
2017 | Agosto|Total nacional|ESPARRAGOS|614,32|2.500,96|4,07|4,36|0,01|0,05||
2017 | Agosto|Total nacional|VERDURAS DE HOJA|2.943,91|7.394,13|2,51|17,26|0,06|0,16||
2017 | Agosto|Total nacional|BERENJENAS|7.196,10|10.342,19|1,44|26,05|0,16|0,23||
2017 | Agosto|Total nacional|ZANAHORIAS|10.471,71|8.840,90|0,84|48,49|0,23|0,19||
2017 | Agosto|Total nacional|CALABACINES|13.209,72|17.654,77|1,34|40,29|0,29|0,39||
2017 | Agosto|Total nacional|OTR.HORTALIZAS/VERD.|20.322,37|46.938,11|2,31|64,01|0,45|1,03||
2017 | Agosto|Total nacional|BROCOLI|2.683,77|4.503,13|1,68|13,98|0,06|0,1||
2017 | Agosto|Total nacional|ALCACHOFAS|292,86|715,03|2,44|2,04|0,01|0,02||
2017 | Agosto|Total nacional|VERD./HORT. IV GAMA|13.539,42|40.731,72|3,01|53,05|0,3|0,89||
2017 | Septiembre|Total nacional|TOTAL PATATAS|116.995,70|91.536,70|0,78|77,41|2,57|2,01||
2017 | Septiembre|Total nacional|PATATAS FRESCAS|89.437,24|62.043,01|0,69|65,74|1,96|1,36||
2017 | Septiembre|Total nacional|PATATAS CONGELADAS|3.210,92|4.108,34|1,28|10,77|0,07|0,09||
2017 | Septiembre|Total nacional|PATATAS PROCESADAS|4.869,51|25.385,35|5,21|45,89|0,11|0,56||
2017 | Septiembre|Total nacional|T.HORTALIZAS FRESCAS|220.062,57|388.600,26|1,77|95,18|4,83|8,52||
2017 | Septiembre|Total nacional|TOMATES|59.153,32|93.125,85|1,57|75,85|1,3|2,04||
2017 | Septiembre|Total nacional|CEBOLLAS|28.580,06|29.406,70|1,03|63,28|0,63|0,64||
2017 | Septiembre|Total nacional|AJOS|2.153,44|9.034,73|4,2|31,73|0,05|0,2||
2017 | Septiembre|Total nacional|COLES|5.634,06|6.550,86|1,16|17,18|0,12|0,14||
2017 | Septiembre|Total nacional|PEPINOS|9.056,57|11.715,75|1,29|36,85|0,2|0,26||
2017 | Septiembre|Total nacional|JUDIAS VERDES|7.845,99|27.483,07|3,5|30,6|0,17|0,6||
2017 | Septiembre|Total nacional|PIMIENTOS|24.794,17|42.454,68|1,71|61,63|0,54|0,93||
2017 | Septiembre|Total nacional|CHAMPIÑONES+O.SETAS|4.000,07|15.531,86|3,88|33,94|0,09|0,34||
2017 | Septiembre|Total nacional|LECHUGA/ESC./ENDIVIA|13.232,89|35.453,02|2,68|59,3|0,29|0,78||
2017 | Septiembre|Total nacional|ESPARRAGOS|1.259,84|3.625,17|2,88|6,73|0,03|0,08||
2017 | Septiembre|Total nacional|VERDURAS DE HOJA|4.061,90|9.880,91|2,43|22,41|0,09|0,22||
2017 | Septiembre|Total nacional|BERENJENAS|6.128,34|10.506,88|1,71|25,99|0,13|0,23||
2017 | Septiembre|Total nacional|ZANAHORIAS|12.665,24|10.781,08|0,85|54,94|0,28|0,24||
2017 | Septiembre|Total nacional|CALABACINES|12.713,46|20.201,93|1,59|42,79|0,28|0,44||
2017 | Septiembre|Total nacional|OTR.HORTALIZAS/VERD.|28.783,22|62.847,77|2,18|72,8|0,63|1,38||
2017 | Septiembre|Total nacional|BROCOLI|3.808,20|6.697,06|1,76|19,52|0,08|0,15||
2017 | Septiembre|Total nacional|ALCACHOFAS|588,65|1.444,65|2,45|4|0,01|0,03||
2017 | Septiembre|Total nacional|VERD./HORT. IV GAMA|18.225,83|48.869,78|2,68|58,37|0,4|1,07||
2017 | Octubre|Total nacional|TOTAL PATATAS|109.107,47|84.579,13|0,78|77,94|2,39|1,85||
2017 | Octubre|Total nacional|PATATAS FRESCAS|81.502,57|54.921,62|0,67|64,56|1,79|1,2||
2017 | Octubre|Total nacional|PATATAS CONGELADAS|3.298,10|4.109,16|1,25|10,68|0,07|0,09||
2017 | Octubre|Total nacional|PATATAS PROCESADAS|4.861,36|25.548,35|5,26|45,06|0,11|0,56||
2017 | Octubre|Total nacional|T.HORTALIZAS FRESCAS|220.613,45|397.408,52|1,8|95,96|4,84|8,71||
2017 | Octubre|Total nacional|TOMATES|50.601,75|82.672,85|1,63|77,59|1,11|1,81||
2017 | Octubre|Total nacional|CEBOLLAS|27.168,78|27.235,19|1|64,96|0,6|0,6||
2017 | Octubre|Total nacional|AJOS|2.838,50|11.360,08|4|29,39|0,06|0,25||
2017 | Octubre|Total nacional|COLES|6.789,38|7.118,26|1,05|18,78|0,15|0,16||
2017 | Octubre|Total nacional|PEPINOS|6.943,98|8.847,08|1,27|29,05|0,15|0,19||
2017 | Octubre|Total nacional|JUDIAS VERDES|8.108,28|23.896,70|2,95|34,27|0,18|0,52||
2017 | Octubre|Total nacional|PIMIENTOS|21.044,20|38.785,57|1,84|59,24|0,46|0,85||
2017 | Octubre|Total nacional|CHAMPIÑONES+O.SETAS|5.093,51|20.938,98|4,11|37,88|0,11|0,46||
2017 | Octubre|Total nacional|LECHUGA/ESC./ENDIVIA|13.804,24|37.099,17|2,69|59,39|0,3|0,81||
2017 | Octubre|Total nacional|ESPARRAGOS|1.903,37|4.391,48|2,31|7,19|0,04|0,1||
2017 | Octubre|Total nacional|VERDURAS DE HOJA|4.950,70|11.634,64|2,35|26,41|0,11|0,26||
2017 | Octubre|Total nacional|BERENJENAS|7.256,18|11.180,56|1,54|30,32|0,16|0,25||
2017 | Octubre|Total nacional|ZANAHORIAS|13.018,04|10.854,86|0,83|52,78|0,29|0,24||
2017 | Octubre|Total nacional|CALABACINES|12.787,42|23.874,25|1,87|45,68|0,28|0,52||
2017 | Octubre|Total nacional|OTR.HORTALIZAS/VERD.|38.305,12|77.518,86|2,02|77,06|0,84|1,7||
2017 | Octubre|Total nacional|BROCOLI|5.317,31|8.138,18|1,53|23,25|0,12|0,18||
2017 | Octubre|Total nacional|ALCACHOFAS|1.095,69|2.661,08|2,43|6,27|0,02|0,06||
2017 | Octubre|Total nacional|VERD./HORT. IV GAMA|16.096,53|48.191,59|2,99|56,87|0,35|1,06||
2017 | Noviembre|Total nacional|TOTAL PATATAS|105.008,55|83.490,80|0,8|77,5|2,3|1,83||
2017 | Noviembre|Total nacional|PATATAS FRESCAS|77.744,78|53.986,55|0,69|64,46|1,7|1,18||
2017 | Noviembre|Total nacional|PATATAS CONGELADAS|3.376,52|4.205,50|1,25|10,31|0,07|0,09||
2017 | Noviembre|Total nacional|PATATAS PROCESADAS|4.777,45|25.298,75|5,3|44,13|0,1|0,55||
2017 | Noviembre|Total nacional|T.HORTALIZAS FRESCAS|204.620,80|362.082,75|1,77|96,05|4,49|7,94||
2017 | Noviembre|Total nacional|TOMATES|41.081,55|67.607,31|1,65|76,25|0,9|1,48||
2017 | Noviembre|Total nacional|CEBOLLAS|24.862,27|26.301,42|1,06|63,47|0,55|0,58||
2017 | Noviembre|Total nacional|AJOS|2.331,95|9.972,76|4,28|33,23|0,05|0,22||
2017 | Noviembre|Total nacional|COLES|6.644,08|7.124,09|1,07|21,02|0,15|0,16||
2017 | Noviembre|Total nacional|PEPINOS|5.001,03|6.962,73|1,39|22,29|0,11|0,15||
2017 | Noviembre|Total nacional|JUDIAS VERDES|6.877,58|21.783,30|3,17|32,14|0,15|0,48||
2017 | Noviembre|Total nacional|PIMIENTOS|17.804,23|29.971,06|1,68|58,68|0,39|0,66||
2017 | Noviembre|Total nacional|CHAMPIÑONES+O.SETAS|5.186,91|21.077,37|4,06|37,24|0,11|0,46||
2017 | Noviembre|Total nacional|LECHUGA/ESC./ENDIVIA|12.354,73|33.326,55|2,7|55,32|0,27|0,73||
2017 | Noviembre|Total nacional|ESPARRAGOS|1.872,34|4.426,93|2,36|7,68|0,04|0,1||
2017 | Noviembre|Total nacional|VERDURAS DE HOJA|5.718,34|12.418,14|2,17|26,37|0,13|0,27||
2017 | Noviembre|Total nacional|BERENJENAS|5.754,42|8.441,25|1,47|28,22|0,13|0,19||
2017 | Noviembre|Total nacional|ZANAHORIAS|13.038,61|11.056,47|0,85|54,73|0,29|0,24||
2017 | Noviembre|Total nacional|CALABACINES|13.388,99|19.190,89|1,43|45,9|0,29|0,42||
2017 | Noviembre|Total nacional|OTR.HORTALIZAS/VERD.|42.703,78|82.422,48|1,93|79,02|0,94|1,81||
2017 | Noviembre|Total nacional|BROCOLI|5.372,04|7.648,90|1,42|23,02|0,12|0,17||
2017 | Noviembre|Total nacional|ALCACHOFAS|3.717,90|7.812,50|2,1|14,33|0,08|0,17||
2017 | Noviembre|Total nacional|VERD./HORT. IV GAMA|16.783,60|46.897,05|2,79|56,06|0,37|1,03||
2017 | Diciembre|Total nacional|TOTAL PATATAS|109.840,30|89.488,54|0,81|77,04|2,41|1,96||
2017 | Diciembre|Total nacional|PATATAS FRESCAS|77.476,30|53.668,00|0,69|62,92|1,7|1,18||
2017 | Diciembre|Total nacional|PATATAS CONGELADAS|3.608,68|4.696,18|1,3|10,76|0,08|0,1||
2017 | Diciembre|Total nacional|PATATAS PROCESADAS|5.751,06|31.124,36|5,41|49,07|0,13|0,68||
2017 | Diciembre|Total nacional|T.HORTALIZAS FRESCAS|178.693,44|332.251,02|1,86|95,28|3,92|7,28||
2017 | Diciembre|Total nacional|TOMATES|33.170,39|62.084,70|1,87|73,05|0,73|1,36||
2017 | Diciembre|Total nacional|CEBOLLAS|25.572,30|27.729,31|1,08|64,97|0,56|0,61||
2017 | Diciembre|Total nacional|AJOS|2.524,21|11.155,67|4,42|34,24|0,06|0,24||
2017 | Diciembre|Total nacional|COLES|7.093,39|7.808,20|1,1|21,55|0,16|0,17||
2017 | Diciembre|Total nacional|PEPINOS|3.728,00|5.402,66|1,45|19,26|0,08|0,12||
2017 | Diciembre|Total nacional|JUDIAS VERDES|5.418,69|15.665,42|2,89|28,42|0,12|0,34||
2017 | Diciembre|Total nacional|PIMIENTOS|13.465,50|24.474,15|1,82|56,14|0,3|0,54||
2017 | Diciembre|Total nacional|CHAMPIÑONES+O.SETAS|5.885,23|20.055,68|3,41|37,87|0,13|0,44||
2017 | Diciembre|Total nacional|LECHUGA/ESC./ENDIVIA|11.771,51|31.619,64|2,69|55,55|0,26|0,69||
2017 | Diciembre|Total nacional|ESPARRAGOS|1.624,22|3.889,36|2,39|6,67|0,04|0,09||
2017 | Diciembre|Total nacional|VERDURAS DE HOJA|3.668,42|8.952,54|2,44|22,09|0,08|0,2||
2017 | Diciembre|Total nacional|BERENJENAS|3.510,80|6.471,86|1,84|21,95|0,08|0,14||
2017 | Diciembre|Total nacional|ZANAHORIAS|12.050,37|10.579,27|0,88|51,64|0,26|0,23||
2017 | Diciembre|Total nacional|CALABACINES|10.542,19|15.994,29|1,52|41,27|0,23|0,35||
2017 | Diciembre|Total nacional|OTR.HORTALIZAS/VERD.|38.668,21|80.368,27|2,08|76,27|0,85|1,76||
2017 | Diciembre|Total nacional|BROCOLI|4.263,36|6.642,72|1,56|18,25|0,09|0,15||
2017 | Diciembre|Total nacional|ALCACHOFAS|4.563,44|9.328,62|2,04|16|0,1|0,2||
2017 | Diciembre|Total nacional|VERD./HORT. IV GAMA|15.532,34|43.870,24|2,82|56,26|0,34|0,96||
2018 | Enero|Total nacional|TOTAL PATATAS|108.430,72|84.640,08|0,78|79,4|2,38|1,85||
2018 | Enero|Total nacional|PATATAS FRESCAS|79.445,66|54.688,29|0,69|68,46|1,74|1,2||
2018 | Enero|Total nacional|PATATAS CONGELADAS|3.999,90|4.857,79|1,21|12,06|0,09|0,11||
2018 | Enero|Total nacional|PATATAS PROCESADAS|4.997,03|25.094,00|5,02|45,94|0,11|0,55||
2018 | Enero|Total nacional|T.HORTALIZAS FRESCAS|209.957,24|376.688,56|1,79|97,27|4,6|8,25||
2018 | Enero|Total nacional|TOMATES|39.934,35|67.517,73|1,69|77,9|0,88|1,48||
2018 | Enero|Total nacional|CEBOLLAS|25.922,07|26.254,86|1,01|69,76|0,57|0,58||
2018 | Enero|Total nacional|AJOS|2.572,64|10.736,54|4,17|34,75|0,06|0,24||
2018 | Enero|Total nacional|COLES|7.041,12|7.624,86|1,08|23,93|0,15|0,17||
2018 | Enero|Total nacional|PEPINOS|4.143,06|6.335,35|1,53|22,2|0,09|0,14||
2018 | Enero|Total nacional|JUDIAS VERDES|7.030,04|20.346,43|2,89|33,73|0,15|0,45||
2018 | Enero|Total nacional|PIMIENTOS|15.385,94|28.593,29|1,86|61,36|0,34|0,63||
2018 | Enero|Total nacional|CHAMPIÑONES+O.SETAS|5.755,65|20.953,66|3,64|41,3|0,13|0,46||
2018 | Enero|Total nacional|LECHUGA/ESC./ENDIVIA|12.038,11|33.668,40|2,8|58,4|0,26|0,74||
2018 | Enero|Total nacional|ESPARRAGOS|1.652,94|4.690,18|2,84|7,72|0,04|0,1||
2018 | Enero|Total nacional|VERDURAS DE HOJA|4.933,06|12.175,73|2,47|27,23|0,11|0,27||
2018 | Enero|Total nacional|BERENJENAS|4.383,37|7.675,76|1,75|27,33|0,1|0,17||
2018 | Enero|Total nacional|ZANAHORIAS|13.553,18|11.335,57|0,84|57,48|0,3|0,25||
2018 | Enero|Total nacional|CALABACINES|15.570,60|22.163,40|1,42|52,47|0,34|0,49||
2018 | Enero|Total nacional|OTR.HORTALIZAS/VERD.|50.041,09|96.616,80|1,93|82,31|1,1|2,12||
2018 | Enero|Total nacional|BROCOLI|6.535,18|8.832,66|1,35|28,53|0,14|0,19||
2018 | Enero|Total nacional|ALCACHOFAS|8.463,51|15.419,97|1,82|26,25|0,19|0,34||
2018 | Enero|Total nacional|VERD./HORT. IV GAMA|23.884,50|62.694,01|2,62|65,1|0,52|1,37||
2018 | Febrero|Total nacional|TOTAL PATATAS|101.633,34|79.007,99|0,78|77,37|2,23|1,73||
2018 | Febrero|Total nacional|PATATAS FRESCAS|73.911,29|49.850,85|0,67|64,46|1,62|1,09||
2018 | Febrero|Total nacional|PATATAS CONGELADAS|3.715,22|4.642,52|1,25|11,13|0,08|0,1||
2018 | Febrero|Total nacional|PATATAS PROCESADAS|4.801,37|24.514,62|5,11|44,88|0,11|0,54||
2018 | Febrero|Total nacional|T.HORTALIZAS FRESCAS|199.357,88|359.202,25|1,8|96,52|4,37|7,87||
2018 | Febrero|Total nacional|TOMATES|37.209,30|60.250,41|1,62|76,5|0,82|1,32||
2018 | Febrero|Total nacional|CEBOLLAS|24.194,45|25.924,11|1,07|65,48|0,53|0,57||
2018 | Febrero|Total nacional|AJOS|2.532,72|10.798,09|4,26|34,95|0,06|0,24||
2018 | Febrero|Total nacional|COLES|6.452,48|7.135,05|1,11|21,7|0,14|0,16||
2018 | Febrero|Total nacional|PEPINOS|3.902,51|6.407,31|1,64|21,54|0,09|0,14||
2018 | Febrero|Total nacional|JUDIAS VERDES|6.422,41|18.848,00|2,93|33,16|0,14|0,41||
2018 | Febrero|Total nacional|PIMIENTOS|14.826,66|28.302,04|1,91|60,25|0,32|0,62||
2018 | Febrero|Total nacional|CHAMPIÑONES+O.SETAS|5.705,26|19.958,32|3,5|40,34|0,13|0,44||
2018 | Febrero|Total nacional|LECHUGA/ESC./ENDIVIA|10.972,67|30.653,29|2,79|55,68|0,24|0,67||
2018 | Febrero|Total nacional|ESPARRAGOS|2.152,64|5.875,58|2,73|9,25|0,05|0,13||
2018 | Febrero|Total nacional|VERDURAS DE HOJA|5.512,59|12.337,75|2,24|28,45|0,12|0,27||
2018 | Febrero|Total nacional|BERENJENAS|4.469,76|7.528,77|1,68|27,76|0,1|0,16||
2018 | Febrero|Total nacional|ZANAHORIAS|12.422,87|10.391,97|0,84|53,91|0,27|0,23||
2018 | Febrero|Total nacional|CALABACINES|13.690,57|20.066,47|1,47|51,76|0,3|0,44||
2018 | Febrero|Total nacional|OTR.HORTALIZAS/VERD.|48.890,99|94.725,11|1,94|81,65|1,07|2,08||
2018 | Febrero|Total nacional|BROCOLI|6.199,60|9.040,53|1,46|25,01|0,14|0,2||
2018 | Febrero|Total nacional|ALCACHOFAS|9.675,80|17.145,10|1,77|27,86|0,21|0,38||
2018 | Febrero|Total nacional|VERD./HORT. IV GAMA|21.965,26|56.940,49|2,59|63,59|0,48|1,25||
2018 | Marzo|Total nacional|TOTAL PATATAS|111.978,64|92.382,14|0,82|80,93|2,45|2,02||
2018 | Marzo|Total nacional|PATATAS FRESCAS|79.299,74|56.112,25|0,71|66,89|1,74|1,23||
2018 | Marzo|Total nacional|PATATAS CONGELADAS|4.270,74|5.386,51|1,26|12,95|0,09|0,12||
2018 | Marzo|Total nacional|PATATAS PROCESADAS|5.681,63|30.883,38|5,44|49,72|0,12|0,68||
2018 | Marzo|Total nacional|T.HORTALIZAS FRESCAS|221.895,39|401.447,35|1,81|96,84|4,86|8,8||
2018 | Marzo|Total nacional|TOMATES|43.479,81|69.575,29|1,6|79,13|0,95|1,52||
2018 | Marzo|Total nacional|CEBOLLAS|27.461,40|29.958,02|1,09|69,58|0,6|0,66||
2018 | Marzo|Total nacional|AJOS|2.990,09|12.276,59|4,11|39,63|0,07|0,27||
2018 | Marzo|Total nacional|COLES|6.138,42|6.880,82|1,12|21,96|0,13|0,15||
2018 | Marzo|Total nacional|PEPINOS|5.054,00|7.647,83|1,51|22,69|0,11|0,17||
2018 | Marzo|Total nacional|JUDIAS VERDES|6.803,28|20.165,26|2,96|31,7|0,15|0,44||
2018 | Marzo|Total nacional|PIMIENTOS|18.018,29|33.961,77|1,88|64,31|0,39|0,74||
2018 | Marzo|Total nacional|CHAMPIÑONES+O.SETAS|5.590,33|20.580,48|3,68|39,47|0,12|0,45||
2018 | Marzo|Total nacional|LECHUGA/ESC./ENDIVIA|12.502,88|35.947,81|2,88|59,23|0,27|0,79||
2018 | Marzo|Total nacional|ESPARRAGOS|2.965,76|6.966,56|2,35|11,86|0,06|0,15||
2018 | Marzo|Total nacional|VERDURAS DE HOJA|6.189,65|14.269,36|2,31|29,87|0,14|0,31||
2018 | Marzo|Total nacional|BERENJENAS|5.685,23|8.813,36|1,55|30,41|0,12|0,19||
2018 | Marzo|Total nacional|ZANAHORIAS|13.025,84|11.492,76|0,88|55,22|0,29|0,25||
2018 | Marzo|Total nacional|CALABACINES|15.030,79|20.858,94|1,39|51,87|0,33|0,46||
2018 | Marzo|Total nacional|OTR.HORTALIZAS/VERD.|50.959,62|102.052,50|2|81,86|1,12|2,24||
2018 | Marzo|Total nacional|BROCOLI|5.693,99|9.177,42|1,61|23,6|0,12|0,2||
2018 | Marzo|Total nacional|ALCACHOFAS|12.808,06|19.522,56|1,52|33,55|0,28|0,43||
2018 | Marzo|Total nacional|VERD./HORT. IV GAMA|25.511,08|66.958,77|2,62|66,72|0,56|1,47||
2018 | Abril|Total nacional|TOTAL PATATAS|107.954,27|88.040,23|0,82|79,16|2,37|1,93||
2018 | Abril|Total nacional|PATATAS FRESCAS|79.187,59|56.951,68|0,72|65,27|1,74|1,25||
2018 | Abril|Total nacional|PATATAS CONGELADAS|3.746,78|4.783,78|1,28|12,36|0,08|0,1||
