Año|Mes|CCAA|Producto|Volumen (miles de kg)|Valor (miles de €)|Precio medio kg|Penetración (%)|Consumo per capita|Gasto per capita||
2015 | Enero|Total nacional|TOMATES|42.356,00|65.357,02|1,54|79,85|0,95|1,47||
2015 | Enero|Total nacional|CEBOLLAS|27.998,53|27.316,89|0,98|69,65|0,63|0,61||
2015 | Enero|Total nacional|AJOS|2.935,58|11.226,53|3,82|40,55|0,07|0,25||
2015 | Enero|Total nacional|COLES|10.087,53|10.153,36|1,01|27,05|0,23|0,23||
2015 | Enero|Total nacional|PEPINOS|5.046,76|7.235,18|1,43|24,91|0,11|0,16||
2015 | Enero|Total nacional|JUDIAS VERDES|7.595,45|21.129,14|2,78|34,69|0,17|0,47||
2015 | Enero|Total nacional|PIMIENTOS|15.020,07|25.774,84|1,72|64,07|0,34|0,58||
2015 | Enero|Total nacional|CHAMPIÑONES+O.SETAS|5.296,39|18.512,90|3,5|40,2|0,12|0,42||
2015 | Enero|Total nacional|LECHUGA/ESC./ENDIVIA|16.329,27|39.746,26|2,43|65,87|0,37|0,89||
2015 | Enero|Total nacional|ESPARRAGOS|1.510,43|3.477,80|2,3|6,1|0,03|0,08||
2015 | Enero|Total nacional|VERDURAS DE HOJA|5.650,48|11.836,07|2,09|27,72|0,13|0,27||
2015 | Enero|Total nacional|BERENJENAS|4.521,76|8.239,08|1,82|25,7|0,1|0,18||
2015 | Enero|Total nacional|ZANAHORIAS|14.614,73|12.443,65|0,85|62,04|0,33|0,28||
2015 | Enero|Total nacional|CALABACINES|11.117,15|22.536,16|2,03|42,68|0,25|0,51||
2015 | Enero|Total nacional|OTR.HORTALIZAS/VERD.|45.950,09|88.565,81|1,93|79,1|1,03|1,99||
2015 | Enero|Total nacional|VERD./HORT. IV GAMA|10.662,13|34.794,48|3,26|49,58|0,24|0,78||
2015 | Enero|Total nacional|VERD./HORT. ECOLOGIC|17.659,49|31.888,29|1,81|20,61|0,4|0,71||
2015 | Febrero|Total nacional|TOTAL PATATAS|103.845,36|73.312,00|0,71|76,67|2,33|1,64||
2015 | Febrero|Total nacional|PATATAS FRESCAS|77.457,50|45.971,74|0,59|62,35|1,74|1,03||
2015 | Febrero|Total nacional|PATATAS CONGELADAS|3.590,30|4.312,40|1,2|10,85|0,08|0,1||
2015 | Febrero|Total nacional|PATATAS PROCESADAS|4.559,51|23.027,86|5,05|43,48|0,1|0,52||
2015 | Febrero|Total nacional|T.HORTALIZAS FRESCAS|197.969,44|347.850,55|1,76|96,35|4,44|7,8||
2015 | Febrero|Total nacional|TOMATES|37.770,05|56.468,08|1,5|76,33|0,85|1,27||
2015 | Febrero|Total nacional|CEBOLLAS|24.416,70|23.358,73|0,96|65,72|0,55|0,52||
2015 | Febrero|Total nacional|AJOS|2.791,15|10.755,50|3,85|37,94|0,06|0,24||
2015 | Febrero|Total nacional|COLES|8.584,23|8.968,73|1,04|23,79|0,19|0,2||
2015 | Febrero|Total nacional|PEPINOS|4.070,70|6.324,63|1,55|20,11|0,09|0,14||
2015 | Febrero|Total nacional|JUDIAS VERDES|5.323,27|18.419,27|3,46|29,78|0,12|0,41||
2015 | Febrero|Total nacional|PIMIENTOS|15.290,80|26.159,52|1,71|61,16|0,34|0,59||
2015 | Febrero|Total nacional|CHAMPIÑONES+O.SETAS|4.893,80|17.501,64|3,58|36,74|0,11|0,39||
2015 | Febrero|Total nacional|LECHUGA/ESC./ENDIVIA|13.584,40|34.017,85|2,5|59,61|0,3|0,76||
2015 | Febrero|Total nacional|ESPARRAGOS|1.813,27|3.947,25|2,18|6,86|0,04|0,09||
2015 | Febrero|Total nacional|VERDURAS DE HOJA|5.719,88|12.185,02|2,13|27,38|0,13|0,27||
2015 | Febrero|Total nacional|BERENJENAS|4.210,10|7.611,36|1,81|25,64|0,09|0,17||
2015 | Febrero|Total nacional|ZANAHORIAS|12.495,34|10.741,47|0,86|56,26|0,28|0,24||
2015 | Febrero|Total nacional|CALABACINES|9.438,48|23.606,36|2,5|40,65|0,21|0,53||
2015 | Febrero|Total nacional|OTR.HORTALIZAS/VERD.|47.567,27|87.785,15|1,85|79,38|1,07|1,97||
2015 | Febrero|Total nacional|VERD./HORT. IV GAMA|9.784,88|32.132,55|3,28|47,13|0,22|0,72||
2015 | Febrero|Total nacional|VERD./HORT. ECOLOGIC|15.395,56|28.499,11|1,85|19,23|0,35|0,64||
2015 | Marzo|Total nacional|TOTAL PATATAS|110.123,84|79.161,55|0,72|78,3|2,47|1,77||
2015 | Marzo|Total nacional|PATATAS FRESCAS|79.851,03|47.993,94|0,6|64,09|1,79|1,08||
2015 | Marzo|Total nacional|PATATAS CONGELADAS|4.048,84|4.753,11|1,17|11,88|0,09|0,11||
2015 | Marzo|Total nacional|PATATAS PROCESADAS|5.244,80|26.414,50|5,04|46,96|0,12|0,59||
2015 | Marzo|Total nacional|T.HORTALIZAS FRESCAS|224.291,70|376.758,54|1,68|96,75|5,03|8,45||
2015 | Marzo|Total nacional|TOMATES|45.373,06|65.119,72|1,44|80,42|1,02|1,46||
2015 | Marzo|Total nacional|CEBOLLAS|26.693,63|26.939,30|1,01|68,05|0,6|0,6||
2015 | Marzo|Total nacional|AJOS|3.072,91|11.428,43|3,72|39,5|0,07|0,26||
2015 | Marzo|Total nacional|COLES|7.958,51|7.915,40|0,99|21,58|0,18|0,18||
2015 | Marzo|Total nacional|PEPINOS|4.954,56|8.738,00|1,76|23,51|0,11|0,2||
2015 | Marzo|Total nacional|JUDIAS VERDES|7.235,49|20.850,59|2,88|34,79|0,16|0,47||
2015 | Marzo|Total nacional|PIMIENTOS|15.993,49|27.792,01|1,74|63,92|0,36|0,62||
2015 | Marzo|Total nacional|CHAMPIÑONES+O.SETAS|5.370,60|18.572,16|3,46|38,7|0,12|0,42||
2015 | Marzo|Total nacional|LECHUGA/ESC./ENDIVIA|16.591,86|39.755,95|2,4|66,36|0,37|0,89||
2015 | Marzo|Total nacional|ESPARRAGOS|3.354,36|6.892,86|2,05|9,89|0,08|0,15||
2015 | Marzo|Total nacional|VERDURAS DE HOJA|5.985,02|12.492,11|2,09|26,78|0,13|0,28||
2015 | Marzo|Total nacional|BERENJENAS|4.967,42|6.888,61|1,39|28,83|0,11|0,15||
2015 | Marzo|Total nacional|ZANAHORIAS|13.272,79|11.585,10|0,87|57,26|0,3|0,26||
2015 | Marzo|Total nacional|CALABACINES|11.641,53|22.409,25|1,92|45,78|0,26|0,5||
2015 | Marzo|Total nacional|OTR.HORTALIZAS/VERD.|51.826,48|89.379,04|1,72|79,55|1,16|2||
2015 | Marzo|Total nacional|VERD./HORT. IV GAMA|11.224,04|35.568,60|3,17|49,74|0,25|0,8||
2015 | Abril|Total nacional|TOTAL PATATAS|110.322,83|81.436,14|0,74|79,02|2,47|1,83||
2015 | Abril|Total nacional|PATATAS FRESCAS|80.799,75|51.018,76|0,63|65,5|1,81|1,14||
2015 | Abril|Total nacional|PATATAS CONGELADAS|3.695,25|4.244,43|1,15|11,04|0,08|0,1||
2015 | Abril|Total nacional|PATATAS PROCESADAS|5.165,57|26.172,95|5,07|47,12|0,12|0,59||
2015 | Abril|Total nacional|T.HORTALIZAS FRESCAS|221.854,42|375.752,99|1,69|96,71|4,97|8,42||
2015 | Abril|Total nacional|TOMATES|46.126,03|69.433,09|1,51|81,45|1,03|1,56||
2015 | Abril|Total nacional|CEBOLLAS|27.430,83|28.425,12|1,04|69,46|0,61|0,64||
2015 | Abril|Total nacional|AJOS|3.077,47|11.325,11|3,68|39,91|0,07|0,25||
2015 | Abril|Total nacional|COLES|6.054,25|6.245,73|1,03|18,51|0,14|0,14||
2015 | Abril|Total nacional|PEPINOS|6.305,48|9.180,68|1,46|30,42|0,14|0,21||
2015 | Abril|Total nacional|JUDIAS VERDES|7.784,15|19.982,59|2,57|36,16|0,17|0,45||
2015 | Abril|Total nacional|PIMIENTOS|14.365,05|29.426,89|2,05|62,48|0,32|0,66||
2015 | Abril|Total nacional|CHAMPIÑONES+O.SETAS|4.837,10|16.909,53|3,5|35,57|0,11|0,38||
2015 | Abril|Total nacional|LECHUGA/ESC./ENDIVIA|17.619,63|42.302,17|2,4|68,94|0,39|0,95||
2015 | Abril|Total nacional|ESPARRAGOS|5.909,25|12.538,50|2,12|20,03|0,13|0,28||
2015 | Abril|Total nacional|VERDURAS DE HOJA|5.921,22|12.047,98|2,03|25,99|0,13|0,27||
2015 | Abril|Total nacional|BERENJENAS|5.582,54|7.245,27|1,3|30,63|0,13|0,16||
2015 | Abril|Total nacional|ZANAHORIAS|12.193,38|10.406,22|0,85|56,06|0,27|0,23||
2015 | Abril|Total nacional|CALABACINES|13.415,73|20.185,91|1,5|48,61|0,3|0,45||
2015 | Abril|Total nacional|OTR.HORTALIZAS/VERD.|45.232,32|80.098,19|1,77|77,79|1,01|1,8||
2015 | Abril|Total nacional|VERD./HORT. IV GAMA|11.425,15|36.857,56|3,23|50,27|0,26|0,83||
2015 | Mayo|Total nacional|TOTAL PATATAS|106.213,82|82.361,95|0,78|77,91|2,38|1,85||
2015 | Mayo|Total nacional|PATATAS FRESCAS|77.775,45|52.678,44|0,68|64,45|1,74|1,18||
2015 | Mayo|Total nacional|PATATAS CONGELADAS|3.532,32|4.185,05|1,18|10,28|0,08|0,09||
2015 | Mayo|Total nacional|PATATAS PROCESADAS|4.981,21|25.498,46|5,12|45,88|0,11|0,57||
2015 | Mayo|Total nacional|T.HORTALIZAS FRESCAS|237.246,35|384.465,61|1,62|97,12|5,32|8,62||
2015 | Mayo|Total nacional|TOMATES|56.045,85|80.159,41|1,43|84,59|1,26|1,8||
2015 | Mayo|Total nacional|CEBOLLAS|28.117,72|28.519,93|1,01|69,83|0,63|0,64||
2015 | Mayo|Total nacional|AJOS|3.344,06|12.455,52|3,72|37,65|0,07|0,28||
2015 | Mayo|Total nacional|COLES|5.466,01|5.887,84|1,08|15,32|0,12|0,13||
2015 | Mayo|Total nacional|PEPINOS|11.090,53|13.223,65|1,19|43,54|0,25|0,3||
2015 | Mayo|Total nacional|JUDIAS VERDES|9.190,05|21.301,28|2,32|38,52|0,21|0,48||
2015 | Mayo|Total nacional|PIMIENTOS|15.901,49|32.022,00|2,01|64,62|0,36|0,72||
2015 | Mayo|Total nacional|CHAMPIÑONES+O.SETAS|4.988,03|16.836,03|3,38|34,55|0,11|0,38||
2015 | Mayo|Total nacional|LECHUGA/ESC./ENDIVIA|20.072,45|45.218,10|2,25|69,32|0,45|1,01||
2015 | Mayo|Total nacional|ESPARRAGOS|6.547,68|11.230,82|1,72|19,81|0,15|0,25||
2015 | Mayo|Total nacional|VERDURAS DE HOJA|5.634,23|11.537,80|2,05|23,72|0,13|0,26||
2015 | Mayo|Total nacional|BERENJENAS|6.022,06|7.626,32|1,27|31,39|0,13|0,17||
2015 | Mayo|Total nacional|ZANAHORIAS|13.184,00|11.299,36|0,86|56,2|0,3|0,25||
2015 | Mayo|Total nacional|CALABACINES|15.683,05|19.111,33|1,22|50,68|0,35|0,43||
2015 | Mayo|Total nacional|OTR.HORTALIZAS/VERD.|35.959,14|68.036,22|1,89|73,49|0,81|1,53||
2015 | Mayo|Total nacional|VERD./HORT. IV GAMA|11.760,78|36.523,58|3,11|49,37|0,26|0,82||
2015 | Junio|Total nacional|TOTAL PATATAS|105.336,52|83.637,44|0,79|77,57|2,36|1,87||
2015 | Junio|Total nacional|PATATAS FRESCAS|78.432,20|55.735,64|0,71|64,37|1,76|1,25||
2015 | Junio|Total nacional|PATATAS CONGELADAS|3.147,61|3.699,74|1,18|9,69|0,07|0,08||
2015 | Junio|Total nacional|PATATAS PROCESADAS|4.751,34|24.202,06|5,09|44,9|0,11|0,54||
2015 | Junio|Total nacional|T.HORTALIZAS FRESCAS|226.575,22|355.347,09|1,57|97|5,08|7,97||
2015 | Junio|Total nacional|TOMATES|62.337,96|84.832,59|1,36|85,18|1,4|1,9||
2015 | Junio|Total nacional|CEBOLLAS|27.962,26|28.521,32|1,02|69,6|0,63|0,64||
2015 | Junio|Total nacional|AJOS|4.199,59|14.103,08|3,36|39,03|0,09|0,32||
2015 | Junio|Total nacional|COLES|4.547,94|4.423,06|0,97|13,52|0,1|0,1||
2015 | Junio|Total nacional|PEPINOS|14.046,52|14.697,82|1,05|46,81|0,31|0,33||
2015 | Junio|Total nacional|JUDIAS VERDES|9.445,42|25.839,41|2,74|34,41|0,21|0,58||
2015 | Junio|Total nacional|PIMIENTOS|17.372,64|30.483,62|1,75|67,45|0,39|0,68||
2015 | Junio|Total nacional|CHAMPIÑONES+O.SETAS|4.028,16|13.665,57|3,39|32,72|0,09|0,31||
2015 | Junio|Total nacional|LECHUGA/ESC./ENDIVIA|19.039,33|41.701,60|2,19|66,93|0,43|0,93||
2015 | Junio|Total nacional|ESPARRAGOS|2.762,85|5.707,36|2,07|10,85|0,06|0,13||
2015 | Junio|Total nacional|VERDURAS DE HOJA|4.130,91|8.924,78|2,16|20,41|0,09|0,2||
2015 | Junio|Total nacional|BERENJENAS|6.160,75|7.716,34|1,25|30,36|0,14|0,17||
2015 | Junio|Total nacional|ZANAHORIAS|11.409,99|9.650,41|0,85|54,27|0,26|0,22||
2015 | Junio|Total nacional|CALABACINES|15.330,09|17.207,69|1,12|50,22|0,34|0,39||
2015 | Junio|Total nacional|OTR.HORTALIZAS/VERD.|23.800,82|47.872,44|2,01|67,97|0,53|1,07||
2015 | Junio|Total nacional|VERD./HORT. IV GAMA|11.350,59|34.268,74|3,02|48,43|0,25|0,77||
2015 | Julio|Total nacional|TOTAL PATATAS|113.777,05|86.694,83|0,76|75,9|2,55|1,94||
2015 | Julio|Total nacional|PATATAS FRESCAS|87.139,31|58.659,49|0,67|61,47|1,95|1,31||
2015 | Julio|Total nacional|PATATAS CONGELADAS|3.023,14|3.388,78|1,12|9,44|0,07|0,08||
2015 | Julio|Total nacional|PATATAS PROCESADAS|4.722,92|24.646,56|5,22|45,68|0,11|0,55||
2015 | Julio|Total nacional|T.HORTALIZAS FRESCAS|240.157,04|363.499,72|1,51|94,52|5,38|8,15||
2015 | Julio|Total nacional|TOMATES|73.308,97|92.776,57|1,27|80,64|1,64|2,08||
2015 | Julio|Total nacional|CEBOLLAS|29.259,73|29.976,29|1,02|64,18|0,66|0,67||
2015 | Julio|Total nacional|AJOS|3.726,39|12.561,03|3,37|32,02|0,08|0,28||
2015 | Julio|Total nacional|COLES|3.856,11|3.799,62|0,99|10,97|0,09|0,09||
2015 | Julio|Total nacional|PEPINOS|16.719,74|18.322,55|1,1|49,6|0,37|0,41||
2015 | Julio|Total nacional|JUDIAS VERDES|12.386,39|30.618,43|2,47|34,63|0,28|0,69||
2015 | Julio|Total nacional|PIMIENTOS|21.194,81|34.818,45|1,64|65,26|0,48|0,78||
2015 | Julio|Total nacional|CHAMPIÑONES+O.SETAS|3.059,82|10.994,60|3,59|28,14|0,07|0,25||
2015 | Julio|Total nacional|LECHUGA/ESC./ENDIVIA|18.976,82|41.450,13|2,18|65,02|0,43|0,93||
2015 | Julio|Total nacional|ESPARRAGOS|1.233,82|2.686,54|2,18|4,58|0,03|0,06||
2015 | Julio|Total nacional|VERDURAS DE HOJA|3.589,18|7.775,56|2,17|18,41|0,08|0,17||
2015 | Julio|Total nacional|BERENJENAS|7.229,62|9.589,16|1,33|27,46|0,16|0,21||
2015 | Julio|Total nacional|ZANAHORIAS|11.645,53|9.873,75|0,85|48,89|0,26|0,22||
2015 | Julio|Total nacional|CALABACINES|15.458,18|19.806,16|1,28|41,97|0,35|0,44||
2015 | Julio|Total nacional|OTR.HORTALIZAS/VERD.|18.511,92|38.450,88|2,08|60,3|0,41|0,86||
2015 | Julio|Total nacional|VERD./HORT. IV GAMA|9.712,90|31.453,28|3,24|45,7|0,22|0,71||
2015 | Agosto|Total nacional|TOTAL PATATAS|103.929,93|82.475,28|0,79|71,81|2,33|1,85||
2015 | Agosto|Total nacional|PATATAS FRESCAS|78.153,82|55.444,22|0,71|59,09|1,75|1,24||
2015 | Agosto|Total nacional|PATATAS CONGELADAS|3.134,57|3.628,41|1,16|9,4|0,07|0,08||
2015 | Agosto|Total nacional|PATATAS PROCESADAS|4.528,31|23.402,65|5,17|42,33|0,1|0,52||
2015 | Agosto|Total nacional|T.HORTALIZAS FRESCAS|209.841,84|324.682,06|1,55|90,2|4,7|7,28||
2015 | Agosto|Total nacional|TOMATES|62.218,56|80.886,86|1,3|73,04|1,39|1,81||
2015 | Agosto|Total nacional|CEBOLLAS|26.690,69|27.033,56|1,01|59,48|0,6|0,61||
2015 | Agosto|Total nacional|AJOS|3.075,42|10.270,07|3,34|30,08|0,07|0,23||
2015 | Agosto|Total nacional|COLES|4.721,12|4.676,44|0,99|10,67|0,11|0,1||
2015 | Agosto|Total nacional|PEPINOS|11.817,45|14.506,66|1,23|38,9|0,26|0,33||
2015 | Agosto|Total nacional|JUDIAS VERDES|11.077,15|30.989,30|2,8|26,99|0,25|0,69||
2015 | Agosto|Total nacional|PIMIENTOS|20.959,91|32.690,05|1,56|60,12|0,47|0,73||
2015 | Agosto|Total nacional|CHAMPIÑONES+O.SETAS|2.807,62|9.287,54|3,31|25,27|0,06|0,21||
2015 | Agosto|Total nacional|LECHUGA/ESC./ENDIVIA|15.630,89|36.324,66|2,32|59,01|0,35|0,81||
2015 | Agosto|Total nacional|ESPARRAGOS|785,42|2.012,91|2,56|4,21|0,02|0,05||
2015 | Agosto|Total nacional|VERDURAS DE HOJA|2.652,38|6.098,67|2,3|17,06|0,06|0,14||
2015 | Agosto|Total nacional|BERENJENAS|6.586,60|9.534,53|1,45|23,22|0,15|0,21||
2015 | Agosto|Total nacional|ZANAHORIAS|10.853,76|9.190,75|0,85|47,12|0,24|0,21||
2015 | Agosto|Total nacional|CALABACINES|13.697,73|16.919,20|1,24|38,5|0,31|0,38||
2015 | Agosto|Total nacional|OTR.HORTALIZAS/VERD.|16.267,14|34.260,86|2,11|55,92|0,36|0,77||
2015 | Agosto|Total nacional|VERD./HORT. IV GAMA|10.383,09|30.836,39|2,97|42,5|0,23|0,69||
2015 | Septiembre|Total nacional|TOTAL PATATAS|110.080,37|86.606,09|0,79|77,51|2,47|1,94||
2015 | Septiembre|Total nacional|PATATAS FRESCAS|83.489,17|59.935,56|0,72|65,34|1,87|1,34||
2015 | Septiembre|Total nacional|PATATAS CONGELADAS|3.281,88|3.794,11|1,16|10,02|0,07|0,09||
2015 | Septiembre|Total nacional|PATATAS PROCESADAS|4.661,86|22.876,42|4,91|44,21|0,1|0,51||
2015 | Septiembre|Total nacional|T.HORTALIZAS FRESCAS|227.140,34|390.627,57|1,72|95,15|5,09|8,76||
2015 | Septiembre|Total nacional|TOMATES|60.163,51|101.893,70|1,69|75,48|1,35|2,28||
2015 | Septiembre|Total nacional|CEBOLLAS|28.523,97|29.024,25|1,02|63,86|0,64|0,65||
2015 | Septiembre|Total nacional|AJOS|3.224,96|11.638,08|3,61|35,47|0,07|0,26||
2015 | Septiembre|Total nacional|COLES|5.276,84|5.983,92|1,13|13,82|0,12|0,13||
2015 | Septiembre|Total nacional|PEPINOS|10.787,73|13.094,35|1,21|38,04|0,24|0,29||
2015 | Septiembre|Total nacional|JUDIAS VERDES|11.073,99|30.176,65|2,73|34,34|0,25|0,68||
2015 | Septiembre|Total nacional|PIMIENTOS|20.925,08|36.681,16|1,75|60,33|0,47|0,82||
2015 | Septiembre|Total nacional|CHAMPIÑONES+O.SETAS|4.174,79|14.722,82|3,53|34,31|0,09|0,33||
2015 | Septiembre|Total nacional|LECHUGA/ESC./ENDIVIA|16.318,18|39.339,26|2,41|63,46|0,37|0,88||
2015 | Septiembre|Total nacional|ESPARRAGOS|1.445,67|3.374,23|2,33|6,1|0,03|0,08||
2015 | Septiembre|Total nacional|VERDURAS DE HOJA|4.206,74|9.376,47|2,23|22,3|0,09|0,21||
2015 | Septiembre|Total nacional|BERENJENAS|7.605,55|11.629,50|1,53|28,34|0,17|0,26||
2015 | Septiembre|Total nacional|ZANAHORIAS|12.810,66|11.159,41|0,87|55,89|0,29|0,25||
2015 | Septiembre|Total nacional|CALABACINES|15.265,23|20.331,79|1,33|47,97|0,34|0,46||
2015 | Septiembre|Total nacional|OTR.HORTALIZAS/VERD.|25.337,45|52.201,98|2,06|67,41|0,57|1,17||
2015 | Septiembre|Total nacional|VERD./HORT. IV GAMA|9.769,15|33.908,34|3,47|46,52|0,22|0,76||
2015 | Octubre|Total nacional|TOTAL PATATAS|119.524,54|93.228,15|0,78|78,75|2,68|2,09||
2015 | Octubre|Total nacional|PATATAS FRESCAS|90.620,98|63.979,54|0,71|66,71|2,03|1,43||
2015 | Octubre|Total nacional|PATATAS CONGELADAS|3.699,95|4.330,45|1,17|11,12|0,08|0,1||
2015 | Octubre|Total nacional|PATATAS PROCESADAS|5.040,72|24.918,16|4,94|44,53|0,11|0,56||
2015 | Octubre|Total nacional|T.HORTALIZAS FRESCAS|240.009,89|414.005,21|1,72|96,39|5,38|9,28||
2015 | Octubre|Total nacional|TOMATES|51.375,41|90.596,96|1,76|77,54|1,15|2,03||
2015 | Octubre|Total nacional|CEBOLLAS|29.780,44|30.945,34|1,04|65,95|0,67|0,69||
2015 | Octubre|Total nacional|AJOS|2.644,45|10.052,00|3,8|36,39|0,06|0,23||
2015 | Octubre|Total nacional|COLES|7.828,31|8.740,03|1,12|20,82|0,18|0,2||
2015 | Octubre|Total nacional|PEPINOS|8.479,81|9.917,10|1,17|33,17|0,19|0,22||
2015 | Octubre|Total nacional|JUDIAS VERDES|9.606,88|25.134,33|2,62|36,23|0,22|0,56||
2015 | Octubre|Total nacional|PIMIENTOS|20.812,41|37.497,32|1,8|59,74|0,47|0,84||
2015 | Octubre|Total nacional|CHAMPIÑONES+O.SETAS|5.377,61|22.029,29|4,1|38,89|0,12|0,49||
2015 | Octubre|Total nacional|LECHUGA/ESC./ENDIVIA|16.617,86|40.274,51|2,42|64,43|0,37|0,9||
2015 | Octubre|Total nacional|ESPARRAGOS|1.675,71|3.939,93|2,35|6,73|0,04|0,09||
2015 | Octubre|Total nacional|VERDURAS DE HOJA|6.102,15|12.494,96|2,05|25,84|0,14|0,28||
2015 | Octubre|Total nacional|BERENJENAS|8.084,83|10.688,81|1,32|31,4|0,18|0,24||
2015 | Octubre|Total nacional|ZANAHORIAS|14.430,80|12.499,23|0,87|57,74|0,32|0,28||
2015 | Octubre|Total nacional|CALABACINES|15.860,46|21.527,75|1,36|49,99|0,36|0,48||
2015 | Octubre|Total nacional|OTR.HORTALIZAS/VERD.|41.332,76|77.667,65|1,88|77,29|0,93|1,74||
2015 | Octubre|Total nacional|VERD./HORT. IV GAMA|12.354,88|38.994,39|3,16|49,05|0,28|0,87||
2015 | Noviembre|Total nacional|TOTAL PATATAS|108.524,85|87.920,65|0,81|78,29|2,43|1,97||
2015 | Noviembre|Total nacional|PATATAS FRESCAS|81.698,00|60.238,84|0,74|65,76|1,83|1,35||
2015 | Noviembre|Total nacional|PATATAS CONGELADAS|3.425,24|4.136,81|1,21|10,15|0,08|0,09||
2015 | Noviembre|Total nacional|PATATAS PROCESADAS|4.680,32|23.545,00|5,03|43,33|0,1|0,53||
2015 | Noviembre|Total nacional|T.HORTALIZAS FRESCAS|219.572,32|369.477,80|1,68|95,84|4,92|8,28||
2015 | Noviembre|Total nacional|TOMATES|45.847,68|66.265,22|1,45|76,66|1,03|1,49||
2015 | Noviembre|Total nacional|CEBOLLAS|24.913,62|25.703,79|1,03|64,43|0,56|0,58||
2015 | Noviembre|Total nacional|AJOS|2.941,72|11.587,58|3,94|36,25|0,07|0,26||
2015 | Noviembre|Total nacional|COLES|8.773,78|9.252,66|1,05|23,28|0,2|0,21||
2015 | Noviembre|Total nacional|PEPINOS|5.654,32|7.136,02|1,26|25,14|0,13|0,16||
2015 | Noviembre|Total nacional|JUDIAS VERDES|8.769,57|20.853,77|2,38|36,62|0,2|0,47||
2015 | Noviembre|Total nacional|PIMIENTOS|16.515,21|27.012,26|1,64|57,57|0,37|0,61||
2015 | Noviembre|Total nacional|CHAMPIÑONES+O.SETAS|5.876,09|25.976,91|4,42|41,38|0,13|0,58||
2015 | Noviembre|Total nacional|LECHUGA/ESC./ENDIVIA|16.420,71|41.198,10|2,51|62,43|0,37|0,92||
2015 | Noviembre|Total nacional|ESPARRAGOS|1.315,25|2.837,44|2,16|5,24|0,03|0,06||
2015 | Noviembre|Total nacional|VERDURAS DE HOJA|6.353,60|11.901,78|1,87|26,71|0,14|0,27||
2015 | Noviembre|Total nacional|BERENJENAS|6.213,99|8.131,75|1,31|27,52|0,14|0,18||
2015 | Noviembre|Total nacional|ZANAHORIAS|13.490,96|11.542,44|0,86|56,01|0,3|0,26||
2015 | Noviembre|Total nacional|CALABACINES|12.184,59|20.202,82|1,66|44,95|0,27|0,45||
2015 | Noviembre|Total nacional|OTR.HORTALIZAS/VERD.|44.301,24|79.875,26|1,8|77,84|0,99|1,79||
2015 | Noviembre|Total nacional|VERD./HORT. IV GAMA|9.918,70|37.344,04|3,77|47,37|0,22|0,84||
2015 | Diciembre|Total nacional|TOTAL PATATAS|108.544,03|90.228,54|0,83|78,99|2,43|2,02||
2015 | Diciembre|Total nacional|PATATAS FRESCAS|77.644,78|57.407,44|0,74|65,88|1,74|1,29||
2015 | Diciembre|Total nacional|PATATAS CONGELADAS|3.620,63|4.294,10|1,19|10,89|0,08|0,1||
2015 | Diciembre|Total nacional|PATATAS PROCESADAS|5.455,72|28.527,00|5,23|48,83|0,12|0,64||
2015 | Diciembre|Total nacional|T.HORTALIZAS FRESCAS|202.826,09|338.714,86|1,67|95,41|4,55|7,59||
2015 | Diciembre|Total nacional|TOMATES|40.727,28|59.427,32|1,46|76,55|0,91|1,33||
2015 | Diciembre|Total nacional|CEBOLLAS|26.046,65|27.801,15|1,07|67,21|0,58|0,62||
2015 | Diciembre|Total nacional|AJOS|3.071,21|12.218,95|3,98|38,45|0,07|0,27||
2015 | Diciembre|Total nacional|COLES|8.478,40|8.581,12|1,01|23,41|0,19|0,19||
2015 | Diciembre|Total nacional|PEPINOS|4.508,01|5.756,52|1,28|20,55|0,1|0,13||
2015 | Diciembre|Total nacional|JUDIAS VERDES|6.458,58|18.093,40|2,8|30,79|0,14|0,41||
2015 | Diciembre|Total nacional|PIMIENTOS|15.742,93|25.232,25|1,6|59,84|0,35|0,57||
2015 | Diciembre|Total nacional|CHAMPIÑONES+O.SETAS|5.096,63|18.989,33|3,73|37,99|0,11|0,43||
2015 | Diciembre|Total nacional|LECHUGA/ESC./ENDIVIA|15.848,32|37.913,53|2,39|62,05|0,36|0,85||
2015 | Diciembre|Total nacional|ESPARRAGOS|1.416,11|3.231,09|2,28|5,35|0,03|0,07||
2015 | Diciembre|Total nacional|VERDURAS DE HOJA|4.939,34|10.823,06|2,19|21,96|0,11|0,24||
2015 | Diciembre|Total nacional|BERENJENAS|4.043,30|6.297,93|1,56|22,86|0,09|0,14||
2015 | Diciembre|Total nacional|ZANAHORIAS|12.023,36|10.452,26|0,87|55,43|0,27|0,23||
2015 | Diciembre|Total nacional|CALABACINES|10.952,61|16.123,61|1,47|42,9|0,25|0,36||
2015 | Diciembre|Total nacional|OTR.HORTALIZAS/VERD.|43.473,37|77.773,34|1,79|77,05|0,97|1,74||
2015 | Diciembre|Total nacional|VERD./HORT. IV GAMA|9.784,80|33.145,28|3,39|47,85|0,22|0,74||
2016 | Enero|Total nacional|TOTAL PATATAS|112.357,30|87.757,91|0,78|80,16|2,56|2||
2016 | Enero|Total nacional|PATATAS FRESCAS|84.055,72|58.611,46|0,7|68,84|1,91|1,34||
2016 | Enero|Total nacional|PATATAS CONGELADAS|3.759,89|4.333,89|1,15|11,31|0,09|0,1||
