CCAA,Mes,CasosConfirmados,Fallecidos,Year,Producto,Volumen (miles de kg),Penetración (%),TasaMortalidad
Cantabria,6.0,63869.0,4598.0,2020.0,TOMATES,551.38,81.35,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,CEBOLLAS,386.69,74.79,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,AJOS,100.83,47.84,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,COLES,79.13,12.77,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,PEPINOS,72.84,27.87,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,JUDIAS VERDES,35.85,15.78,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,PIMIENTOS,287.47,65.6,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,CHAMPIÑONES+O.SETAS,53.8,33.53,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,LECHUGA/ESC./ENDIVIA,206.48,67.54,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,ESPARRAGOS,8.68,10.24,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,VERDURAS DE HOJA,27.95,19.94,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,BERENJENAS,63.89,37.08,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,ZANAHORIAS,146.99,63.59,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,CALABACINES,186.82,57.29,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,OTR.HORTALIZAS/VERD.,186.38,57.85,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,BROCOLI,26.46,13.54,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,ALCACHOFAS,11.44,7.21,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,APIO,0.62,1.42,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,COLIFLOR,3.31,2.13,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,VERD./HORT. IV GAMA,243.31,59.7,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,PUERRO,27.64,22.2,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,T.FRUTAS FRESCAS,4194.74,98.11,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,NARANJAS,737.32,55.35,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,MANDARINAS,11.45,4.82,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,LIMONES,82.55,29.47,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,PLATANOS,536.58,73.97,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,MANZANAS,443.89,70.62,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,PERAS,107.13,26.98,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,MELOCOTONES,133.85,41.06,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,NECTARINAS,224.68,35.38,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,ALBARICOQUES,139.11,31.24,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,FRESAS/FRESON,30.72,14.79,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,MELON,292.62,37.93,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,SANDIA,514.52,34.51,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,CIRUELAS,51.35,32.58,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,CEREZAS,253.96,61.25,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,UVAS,14.51,9.47,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,KIWI,161.76,30.67,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,AGUACATE,59.12,27.59,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,PIÑA,121.42,11.83,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,OTRAS FRUTAS FRESCAS,278.21,52.27,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,POMELO,5.55,1.77,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,MANGO,8.54,3.55,0.07199
Cantabria,6.0,63869.0,4598.0,2020.0,FRUTAS IV GAMA,138.44,27.96,0.07199
Castilla Leon,3.0,12012.0,1101.0,2020.0,TOTAL PATATAS,5371.01,73.93,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,PATATAS FRESCAS,3962.98,64.04,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,PATATAS CONGELADAS,89.25,3.67,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,PATATAS PROCESADAS,263.76,41.76,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,PATATAS FRITAS,221.56,40.47,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,T.HORTALIZAS FRESCAS,10759.11,95.25,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,TOMATES,1949.92,74.5,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,CEBOLLAS,1425.7,66.63,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,AJOS,166.86,39.53,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,COLES,477.63,25.46,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,PEPINOS,178.99,22.76,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,JUDIAS VERDES,217.74,26.38,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,PIMIENTOS,1053.04,73.2,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,CHAMPIÑONES+O.SETAS,221.79,37.21,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,LECHUGA/ESC./ENDIVIA,902.72,70.12,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,ESPARRAGOS,109.94,9.82,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,VERDURAS DE HOJA,216.88,26.01,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,BERENJENAS,203.96,27.97,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,ZANAHORIAS,828.22,66.36,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,CALABACINES,963.39,62.51,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,OTR.HORTALIZAS/VERD.,1842.34,69.96,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,BROCOLI,227.8,21.14,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,ALCACHOFAS,222.11,19.12,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,APIO,45.44,5.99,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,COLIFLOR,269.98,16.7,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,VERD./HORT. IV GAMA,1147.54,65.04,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,PUERRO,242.17,36.86,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,T.FRUTAS FRESCAS,21915.57,97.69,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,NARANJAS,7481.03,75.97,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,MANDARINAS,1918.45,63.06,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,LIMONES,618.52,47.77,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,PLATANOS,3244.27,85.85,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,MANZANAS,3131.39,79.3,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,PERAS,1644.11,63.95,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,MELOCOTONES,4.47,0.18,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,NECTARINAS,46.31,3.26,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,ALBARICOQUES,2.76,0.35,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,FRESAS/FRESON,1444.94,64.31,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,MELON,435.24,10.66,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,SANDIA,95.33,3.94,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,CIRUELAS,37.62,5.61,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,CEREZAS,7.01,0.66,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,UVAS,91.03,9.0,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,KIWI,780.03,41.57,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,AGUACATE,261.8,26.9,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,PIÑA,347.25,16.07,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,OTRAS FRUTAS FRESCAS,324.0,22.42,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,POMELO,30.87,1.49,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,MANGO,116.75,7.65,0.09166
Castilla Leon,3.0,12012.0,1101.0,2020.0,FRUTAS IV GAMA,1305.4,36.28,0.09166
Castilla Leon,4.0,412535.0,39818.0,2020.0,TOTAL PATATAS,6043.08,78.64,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,PATATAS FRESCAS,4291.31,65.99,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,PATATAS CONGELADAS,141.23,5.57,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,PATATAS PROCESADAS,322.11,51.4,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,PATATAS FRITAS,259.36,50.06,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,T.HORTALIZAS FRESCAS,12900.59,97.44,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,TOMATES,2366.08,80.83,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,CEBOLLAS,1749.54,73.93,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,AJOS,214.01,47.05,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,COLES,513.92,27.32,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,PEPINOS,364.94,22.83,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,JUDIAS VERDES,236.54,25.11,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,PIMIENTOS,1121.52,71.86,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,CHAMPIÑONES+O.SETAS,294.08,37.81,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,LECHUGA/ESC./ENDIVIA,1195.36,77.92,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,ESPARRAGOS,148.31,12.37,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,VERDURAS DE HOJA,424.5,24.11,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,BERENJENAS,274.71,25.61,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,ZANAHORIAS,1193.95,67.42,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,CALABACINES,1138.33,58.02,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,OTR.HORTALIZAS/VERD.,1664.79,72.21,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,BROCOLI,249.13,22.41,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,ALCACHOFAS,175.47,16.24,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,APIO,27.89,4.39,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,COLIFLOR,254.91,17.9,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,VERD./HORT. IV GAMA,1311.31,64.3,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,PUERRO,225.68,36.56,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,T.FRUTAS FRESCAS,24676.78,97.08,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,NARANJAS,8262.73,75.36,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,MANDARINAS,1458.51,48.8,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,LIMONES,780.94,54.57,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,PLATANOS,3470.84,79.57,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,MANZANAS,3358.85,81.3,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,PERAS,1883.03,61.39,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,MELOCOTONES,73.02,8.79,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,NECTARINAS,93.8,10.24,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,ALBARICOQUES,42.84,6.77,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,FRESAS/FRESON,2039.72,69.03,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,MELON,565.17,12.51,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,SANDIA,394.19,9.72,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,CIRUELAS,52.7,6.38,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,CEREZAS,2.33,0.53,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,UVAS,116.45,13.56,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,KIWI,872.41,43.09,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,AGUACATE,227.39,28.71,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,PIÑA,499.92,19.32,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,OTRAS FRUTAS FRESCAS,481.93,29.24,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,POMELO,117.83,5.85,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,MANGO,143.23,11.99,0.09652
Castilla Leon,4.0,412535.0,39818.0,2020.0,FRUTAS IV GAMA,951.5,24.45,0.09652
Castilla Leon,5.0,744520.0,59812.0,2020.0,TOTAL PATATAS,5948.54,75.7,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,PATATAS FRESCAS,4457.33,64.57,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,PATATAS CONGELADAS,120.5,5.37,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,PATATAS PROCESADAS,274.14,45.57,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,PATATAS FRITAS,232.09,43.96,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,T.HORTALIZAS FRESCAS,13488.43,97.07,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,TOMATES,2862.19,84.9,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,CEBOLLAS,1635.59,75.2,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,AJOS,229.27,45.96,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,COLES,419.46,23.71,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,PEPINOS,552.04,37.28,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,JUDIAS VERDES,327.25,29.75,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,PIMIENTOS,1195.78,69.95,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,CHAMPIÑONES+O.SETAS,270.24,37.58,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,LECHUGA/ESC./ENDIVIA,1208.35,74.02,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,ESPARRAGOS,151.83,13.75,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,VERDURAS DE HOJA,338.31,21.42,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,BERENJENAS,264.53,33.95,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,ZANAHORIAS,1081.1,63.71,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,CALABACINES,1092.69,65.72,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,OTR.HORTALIZAS/VERD.,1859.8,73.63,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,BROCOLI,302.44,26.1,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,ALCACHOFAS,242.69,14.86,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,APIO,86.32,9.76,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,COLIFLOR,181.88,10.01,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,VERD./HORT. IV GAMA,1317.21,65.73,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,PUERRO,259.43,32.7,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,T.FRUTAS FRESCAS,26076.97,97.86,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,NARANJAS,6483.29,70.07,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,MANDARINAS,528.74,23.53,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,LIMONES,878.24,47.42,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,PLATANOS,3695.07,84.78,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,MANZANAS,3057.09,77.68,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,PERAS,1528.74,62.73,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,MELOCOTONES,405.24,29.69,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,NECTARINAS,651.47,33.14,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,ALBARICOQUES,675.55,41.18,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,FRESAS/FRESON,1507.68,64.18,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,MELON,1268.11,30.26,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,SANDIA,2553.45,38.95,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,CIRUELAS,56.58,7.61,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,CEREZAS,390.57,31.35,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,UVAS,95.17,11.0,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,KIWI,759.03,41.45,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,AGUACATE,328.03,32.93,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,PIÑA,436.36,14.49,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,OTRAS FRUTAS FRESCAS,778.54,40.27,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,POMELO,76.77,2.7,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,MANGO,157.19,10.55,0.08034
Castilla Leon,5.0,744520.0,59812.0,2020.0,FRUTAS IV GAMA,863.6,28.84,0.08034
Castilla Leon,6.0,440909.0,34498.0,2020.0,TOTAL PATATAS,4909.5,76.79,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,PATATAS FRESCAS,3723.62,65.44,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,PATATAS CONGELADAS,113.52,5.23,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,PATATAS PROCESADAS,214.47,41.7,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,PATATAS FRITAS,183.16,39.54,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,T.HORTALIZAS FRESCAS,11434.34,96.53,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,TOMATES,2832.19,79.67,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,CEBOLLAS,1452.03,65.78,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,AJOS,151.99,39.43,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,COLES,257.2,18.23,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,PEPINOS,526.78,40.03,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,JUDIAS VERDES,211.18,21.57,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,PIMIENTOS,1039.5,68.62,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,CHAMPIÑONES+O.SETAS,239.62,34.49,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,LECHUGA/ESC./ENDIVIA,1074.71,70.61,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,ESPARRAGOS,151.14,12.17,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,VERDURAS DE HOJA,137.69,17.23,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,BERENJENAS,223.15,23.03,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,ZANAHORIAS,967.8,61.51,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,CALABACINES,1046.42,61.06,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,OTR.HORTALIZAS/VERD.,1122.96,58.56,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,BROCOLI,218.75,17.87,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,ALCACHOFAS,53.77,4.6,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,APIO,40.67,6.19,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,COLIFLOR,56.84,5.28,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,VERD./HORT. IV GAMA,1131.51,56.29,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,PUERRO,172.65,29.1,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,T.FRUTAS FRESCAS,25494.94,95.47,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,NARANJAS,3327.06,54.65,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,MANDARINAS,61.44,6.11,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,LIMONES,799.04,53.65,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,PLATANOS,2600.01,75.23,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,MANZANAS,2539.16,65.07,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,PERAS,967.54,47.31,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,MELOCOTONES,1283.19,53.38,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,NECTARINAS,1019.27,47.84,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,ALBARICOQUES,827.88,41.4,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,FRESAS/FRESON,298.0,24.99,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,MELON,2528.03,55.4,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,SANDIA,5462.41,58.66,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,CIRUELAS,167.33,14.17,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,CEREZAS,1071.66,46.63,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,UVAS,58.58,8.41,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,KIWI,600.65,32.08,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,AGUACATE,290.9,29.5,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,PIÑA,411.65,16.03,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,OTRAS FRUTAS FRESCAS,1181.15,53.82,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,POMELO,98.76,2.93,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,MANGO,139.87,11.13,0.07824
Castilla Leon,6.0,440909.0,34498.0,2020.0,FRUTAS IV GAMA,781.17,25.23,0.07824
Castilla La Mancha,3.0,21339.0,2327.0,2020.0,TOTAL PATATAS,6316.78,87.83,0.10905
Castilla La Mancha,3.0,21339.0,2327.0,2020.0,PATATAS FRESCAS,4596.8,76.84,0.10905
Castilla La Mancha,3.0,21339.0,2327.0,2020.0,PATATAS CONGELADAS,269.18,18.28,0.10905
Castilla La Mancha,3.0,21339.0,2327.0,2020.0,PATATAS PROCESADAS,290.16,58.12,0.10905
Castilla La Mancha,3.0,21339.0,2327.0,2020.0,PATATAS FRITAS,230.87,55.97,0.10905
Castilla La Mancha,3.0,21339.0,2327.0,2020.0,T.HORTALIZAS FRESCAS,9099.42,96.33,0.10905
Castilla La Mancha,3.0,21339.0,2327.0,2020.0,TOMATES,2154.64,81.78,0.10905
Castilla La Mancha,3.0,21339.0,2327.0,2020.0,CEBOLLAS,1031.69,65.29,0.10905
Castilla La Mancha,3.0,21339.0,2327.0,2020.0,AJOS,124.36,39.27,0.10905
Castilla La Mancha,3.0,21339.0,2327.0,2020.0,COLES,205.14,17.95,0.10905
Castilla La Mancha,3.0,21339.0,2327.0,2020.0,PEPINOS,328.14,29.97,0.10905
Castilla La Mancha,3.0,21339.0,2327.0,2020.0,JUDIAS VERDES,271.63,38.91,0.10905
Castilla La Mancha,3.0,21339.0,2327.0,2020.0,PIMIENTOS,871.8,65.79,0.10905
Castilla La Mancha,3.0,21339.0,2327.0,2020.0,CHAMPIÑONES+O.SETAS,236.84,41.88,0.10905
Castilla La Mancha,3.0,21339.0,2327.0,2020.0,LECHUGA/ESC./ENDIVIA,490.44,66.45,0.10905
Castilla La Mancha,3.0,21339.0,2327.0,2020.0,ESPARRAGOS,214.98,19.55,0.10905
Castilla La Mancha,3.0,21339.0,2327.0,2020.0,VERDURAS DE HOJA,268.4,24.78,0.10905
Castilla La Mancha,3.0,21339.0,2327.0,2020.0,BERENJENAS,214.56,32.85,0.10905
Castilla La Mancha,3.0,21339.0,2327.0,2020.0,ZANAHORIAS,540.42,56.39,0.10905
Castilla La Mancha,3.0,21339.0,2327.0,2020.0,CALABACINES,661.08,59.85,0.10905
Castilla La Mancha,3.0,21339.0,2327.0,2020.0,OTR.HORTALIZAS/VERD.,1485.28,76.3,0.10905
Castilla La Mancha,3.0,21339.0,2327.0,2020.0,BROCOLI,173.49,20.42,0.10905
Castilla La Mancha,3.0,21339.0,2327.0,2020.0,ALCACHOFAS,341.0,34.1,0.10905
Castilla La Mancha,3.0,21339.0,2327.0,2020.0,APIO,22.86,6.86,0.10905
Castilla La Mancha,3.0,21339.0,2327.0,2020.0,COLIFLOR,76.92,7.89,0.10905
Castilla La Mancha,3.0,21339.0,2327.0,2020.0,VERD./HORT. IV GAMA,1037.6,60.37,0.10905
Castilla La Mancha,3.0,21339.0,2327.0,2020.0,PUERRO,188.91,31.35,0.10905
Castilla La Mancha,3.0,21339.0,2327.0,2020.0,T.FRUTAS FRESCAS,15218.73,94.48,0.10905
Castilla La Mancha,3.0,21339.0,2327.0,2020.0,NARANJAS,5209.16,74.85,0.10905
Castilla La Mancha,3.0,21339.0,2327.0,2020.0,MANDARINAS,1501.4,58.78,0.10905
Castilla La Mancha,3.0,21339.0,2327.0,2020.0,LIMONES,403.43,41.01,0.10905
Castilla La Mancha,3.0,21339.0,2327.0,2020.0,PLATANOS,2479.66,80.97,0.10905
Castilla La Mancha,3.0,21339.0,2327.0,2020.0,MANZANAS,1860.65,72.0,0.10905
Castilla La Mancha,3.0,21339.0,2327.0,2020.0,PERAS,911.4,52.95,0.10905
Castilla La Mancha,3.0,21339.0,2327.0,2020.0,NECTARINAS,32.94,2.96,0.10905
Castilla La Mancha,3.0,21339.0,2327.0,2020.0,FRESAS/FRESON,1244.74,63.79,0.10905
Castilla La Mancha,3.0,21339.0,2327.0,2020.0,MELON,251.4,9.18,0.10905
