CCAA,Mes,CasosConfirmados,Fallecidos,Year,Producto,Volumen (miles de kg),Penetración (%),TasaMortalidad
Baleares,6.0,47071.0,4748.0,2020.0,MELOCOTONES,358.65,54.22,0.10087
Baleares,6.0,47071.0,4748.0,2020.0,NECTARINAS,278.84,37.2,0.10087
Baleares,6.0,47071.0,4748.0,2020.0,ALBARICOQUES,310.47,48.47,0.10087
Baleares,6.0,47071.0,4748.0,2020.0,FRESAS/FRESON,177.66,26.92,0.10087
Baleares,6.0,47071.0,4748.0,2020.0,MELON,1113.26,57.06,0.10087
Baleares,6.0,47071.0,4748.0,2020.0,SANDIA,2484.68,66.03,0.10087
Baleares,6.0,47071.0,4748.0,2020.0,CIRUELAS,164.9,26.01,0.10087
Baleares,6.0,47071.0,4748.0,2020.0,CEREZAS,467.05,57.93,0.10087
Baleares,6.0,47071.0,4748.0,2020.0,UVAS,125.14,8.92,0.10087
Baleares,6.0,47071.0,4748.0,2020.0,KIWI,268.24,33.37,0.10087
Baleares,6.0,47071.0,4748.0,2020.0,AGUACATE,246.27,43.41,0.10087
Baleares,6.0,47071.0,4748.0,2020.0,PIÑA,134.27,12.87,0.10087
Baleares,6.0,47071.0,4748.0,2020.0,OTRAS FRUTAS FRESCAS,414.21,52.43,0.10087
Baleares,6.0,47071.0,4748.0,2020.0,POMELO,8.24,1.33,0.10087
Baleares,6.0,47071.0,4748.0,2020.0,MANGO,50.06,8.77,0.10087
Baleares,6.0,47071.0,4748.0,2020.0,FRUTAS IV GAMA,427.24,24.48,0.10087
La Rioja,3.0,5503.0,246.0,2020.0,TOTAL PATATAS,517.62,67.64,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,PATATAS FRESCAS,375.35,57.69,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,PATATAS CONGELADAS,11.15,9.41,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,PATATAS PROCESADAS,26.22,39.63,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,PATATAS FRITAS,24.75,39.21,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,T.HORTALIZAS FRESCAS,1500.91,93.65,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,TOMATES,185.01,53.42,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,CEBOLLAS,157.74,55.08,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,AJOS,9.2,26.19,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,COLES,28.88,20.58,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,PEPINOS,30.53,20.55,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,JUDIAS VERDES,23.0,27.24,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,PIMIENTOS,92.07,55.8,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,CHAMPIÑONES+O.SETAS,84.75,56.4,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,LECHUGA/ESC./ENDIVIA,183.11,76.49,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,ESPARRAGOS,42.56,11.49,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,VERDURAS DE HOJA,74.01,19.09,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,BERENJENAS,23.47,28.1,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,ZANAHORIAS,93.07,56.81,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,CALABACINES,92.52,61.79,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,OTR.HORTALIZAS/VERD.,380.99,75.88,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,BROCOLI,68.05,10.53,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,ALCACHOFAS,70.97,22.27,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,APIO,5.27,8.42,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,COLIFLOR,36.36,20.22,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,VERD./HORT. IV GAMA,111.07,60.5,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,PUERRO,36.82,32.92,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,T.FRUTAS FRESCAS,2339.27,97.63,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,NARANJAS,689.7,69.36,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,MANDARINAS,323.61,59.72,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,LIMONES,93.45,47.37,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,PLATANOS,443.09,85.9,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,MANZANAS,254.83,80.62,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,PERAS,103.91,40.06,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,FRESAS/FRESON,221.3,61.29,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,MELON,9.74,4.11,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,SANDIA,3.12,1.91,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,CIRUELAS,6.79,6.13,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,UVAS,1.47,4.27,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,KIWI,93.88,34.56,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,AGUACATE,14.86,21.5,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,PIÑA,58.44,28.7,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,OTRAS FRUTAS FRESCAS,21.07,15.57,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,MANGO,1.56,1.56,0.0447
La Rioja,3.0,5503.0,246.0,2020.0,FRUTAS IV GAMA,64.38,26.67,0.0447
La Rioja,4.0,100782.0,7279.0,2020.0,TOTAL PATATAS,694.86,80.72,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,PATATAS FRESCAS,534.78,77.39,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,PATATAS CONGELADAS,12.84,4.59,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,PATATAS PROCESADAS,29.45,39.11,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,PATATAS FRITAS,25.54,39.2,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,T.HORTALIZAS FRESCAS,1580.79,96.35,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,TOMATES,149.75,55.3,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,CEBOLLAS,250.61,70.38,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,AJOS,17.83,31.2,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,COLES,20.85,7.22,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,PEPINOS,33.69,13.49,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,JUDIAS VERDES,36.45,30.69,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,PIMIENTOS,167.0,73.09,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,CHAMPIÑONES+O.SETAS,127.66,55.56,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,LECHUGA/ESC./ENDIVIA,129.46,70.0,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,ESPARRAGOS,70.34,18.18,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,VERDURAS DE HOJA,40.79,27.4,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,BERENJENAS,20.83,19.06,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,ZANAHORIAS,123.87,60.39,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,CALABACINES,102.05,67.85,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,OTR.HORTALIZAS/VERD.,289.61,71.67,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,BROCOLI,23.51,16.98,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,ALCACHOFAS,40.81,13.07,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,APIO,27.99,26.32,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,COLIFLOR,19.81,12.54,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,VERD./HORT. IV GAMA,257.38,59.36,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,PUERRO,45.02,47.43,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,T.FRUTAS FRESCAS,2825.64,98.51,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,NARANJAS,747.91,65.76,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,MANDARINAS,310.64,52.47,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,LIMONES,180.95,62.53,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,PLATANOS,413.92,73.73,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,MANZANAS,435.91,84.57,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,PERAS,136.02,31.88,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,MELOCOTONES,7.03,6.73,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,NECTARINAS,6.71,7.93,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,FRESAS/FRESON,237.64,66.45,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,MELON,36.93,9.99,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,SANDIA,20.41,6.98,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,CIRUELAS,3.11,1.56,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,CEREZAS,0.5,1.36,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,UVAS,1.43,2.19,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,KIWI,109.96,40.1,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,AGUACATE,23.37,28.23,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,PIÑA,77.42,18.57,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,OTRAS FRUTAS FRESCAS,75.77,17.35,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,MANGO,38.77,13.65,0.07223
La Rioja,4.0,100782.0,7279.0,2020.0,FRUTAS IV GAMA,81.17,24.93,0.07223
La Rioja,5.0,120439.0,10483.0,2020.0,TOTAL PATATAS,709.45,60.23,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,PATATAS FRESCAS,511.5,48.11,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,PATATAS CONGELADAS,25.44,14.47,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,PATATAS PROCESADAS,34.5,40.91,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,PATATAS FRITAS,30.31,39.23,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,T.HORTALIZAS FRESCAS,1762.51,92.06,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,TOMATES,349.17,53.88,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,CEBOLLAS,317.04,58.33,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,AJOS,14.68,34.73,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,COLES,30.23,14.37,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,PEPINOS,50.37,32.89,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,JUDIAS VERDES,36.51,34.67,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,PIMIENTOS,81.04,57.95,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,CHAMPIÑONES+O.SETAS,43.08,45.07,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,LECHUGA/ESC./ENDIVIA,138.4,70.27,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,ESPARRAGOS,58.71,16.07,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,VERDURAS DE HOJA,198.16,26.02,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,BERENJENAS,54.54,22.82,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,ZANAHORIAS,115.79,61.29,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,CALABACINES,77.44,49.76,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,OTR.HORTALIZAS/VERD.,197.35,62.0,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,BROCOLI,4.75,7.79,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,ALCACHOFAS,27.1,12.7,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,APIO,4.57,4.38,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,COLIFLOR,7.67,3.48,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,VERD./HORT. IV GAMA,365.87,61.01,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,PUERRO,43.17,16.03,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,T.FRUTAS FRESCAS,2641.97,99.76,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,NARANJAS,735.19,66.16,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,MANDARINAS,97.94,24.48,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,LIMONES,67.24,39.57,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,PLATANOS,391.13,87.67,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,MANZANAS,261.33,56.65,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,PERAS,110.66,51.71,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,MELOCOTONES,29.49,18.26,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,NECTARINAS,36.77,25.87,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,ALBARICOQUES,83.61,25.37,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,FRESAS/FRESON,158.88,58.39,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,MELON,49.63,19.86,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,SANDIA,257.81,24.36,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,CIRUELAS,2.89,4.62,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,CEREZAS,36.72,20.19,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,UVAS,18.8,7.89,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,KIWI,79.94,34.85,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,AGUACATE,26.8,20.92,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,PIÑA,29.34,13.24,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,OTRAS FRUTAS FRESCAS,167.81,40.27,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,POMELO,7.34,5.77,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,MANGO,40.11,5.69,0.08704
La Rioja,5.0,120439.0,10483.0,2020.0,FRUTAS IV GAMA,57.34,21.33,0.08704
La Rioja,6.0,85331.0,7608.0,2020.0,TOTAL PATATAS,580.27,80.26,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,PATATAS FRESCAS,438.68,76.16,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,PATATAS CONGELADAS,15.45,4.91,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,PATATAS PROCESADAS,25.23,47.44,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,PATATAS FRITAS,25.23,47.44,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,T.HORTALIZAS FRESCAS,1889.15,98.3,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,TOMATES,280.0,73.93,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,CEBOLLAS,438.45,59.22,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,AJOS,60.61,47.23,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,COLES,11.47,10.44,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,PEPINOS,92.44,40.72,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,JUDIAS VERDES,165.4,45.61,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,PIMIENTOS,115.59,68.14,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,CHAMPIÑONES+O.SETAS,111.29,55.72,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,LECHUGA/ESC./ENDIVIA,127.14,67.46,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,ESPARRAGOS,2.52,3.74,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,VERDURAS DE HOJA,24.24,33.83,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,BERENJENAS,53.13,27.24,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,ZANAHORIAS,92.88,56.72,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,CALABACINES,156.15,90.03,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,OTR.HORTALIZAS/VERD.,157.83,53.85,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,BROCOLI,4.99,9.29,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,ALCACHOFAS,11.43,5.18,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,APIO,33.26,10.6,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,COLIFLOR,5.87,2.92,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,VERD./HORT. IV GAMA,279.01,61.12,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,PUERRO,15.16,19.0,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,T.FRUTAS FRESCAS,2419.76,99.03,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,NARANJAS,320.67,51.79,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,MANDARINAS,7.56,3.4,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,LIMONES,89.29,30.41,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,PLATANOS,411.54,80.55,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,MANZANAS,200.05,60.27,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,PERAS,45.85,38.04,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,MELOCOTONES,178.71,35.26,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,NECTARINAS,81.62,30.87,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,ALBARICOQUES,104.6,34.3,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,FRESAS/FRESON,17.36,20.16,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,MELON,220.73,36.71,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,SANDIA,388.44,48.78,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,CIRUELAS,105.85,22.46,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,CEREZAS,90.81,36.78,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,UVAS,6.07,6.9,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,KIWI,51.25,22.63,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,AGUACATE,29.02,32.93,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,PIÑA,22.35,13.71,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,OTRAS FRUTAS FRESCAS,47.98,28.81,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,POMELO,2.76,1.7,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,MANGO,4.41,3.58,0.08916
La Rioja,6.0,85331.0,7608.0,2020.0,FRUTAS IV GAMA,40.11,20.21,0.08916
Pais Vasco,3.0,15833.0,823.0,2020.0,TOTAL PATATAS,8234.23,89.09,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,PATATAS FRESCAS,6504.54,85.02,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,PATATAS CONGELADAS,128.04,9.04,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,PATATAS PROCESADAS,320.33,45.81,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,PATATAS FRITAS,233.44,42.36,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,T.HORTALIZAS FRESCAS,13434.45,98.07,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,TOMATES,2352.64,82.15,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,CEBOLLAS,1776.43,86.15,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,AJOS,163.72,50.1,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,COLES,398.29,26.49,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,PEPINOS,121.17,15.42,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,JUDIAS VERDES,491.7,43.49,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,PIMIENTOS,1195.2,74.87,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,CHAMPIÑONES+O.SETAS,373.85,47.38,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,LECHUGA/ESC./ENDIVIA,1024.78,71.88,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,ESPARRAGOS,201.81,12.66,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,VERDURAS DE HOJA,422.13,27.83,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,BERENJENAS,179.14,23.36,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,ZANAHORIAS,1031.4,72.33,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,CALABACINES,1079.41,53.66,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,OTR.HORTALIZAS/VERD.,2622.78,84.6,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,BROCOLI,357.14,31.9,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,ALCACHOFAS,397.42,21.86,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,APIO,29.26,5.33,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,COLIFLOR,149.61,9.72,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,VERD./HORT. IV GAMA,1178.22,66.8,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,PUERRO,396.15,49.62,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,T.FRUTAS FRESCAS,20221.26,98.34,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,NARANJAS,6035.67,72.95,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,MANDARINAS,1696.72,61.17,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,LIMONES,613.81,53.62,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,PLATANOS,2913.08,80.95,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,MANZANAS,3024.68,72.05,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,PERAS,1296.44,53.24,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,MELOCOTONES,21.03,0.85,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,NECTARINAS,6.92,0.55,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,ALBARICOQUES,32.31,4.93,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,FRESAS/FRESON,2068.73,74.9,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,MELON,183.14,9.65,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,SANDIA,24.22,1.95,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,CIRUELAS,75.28,10.23,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,CEREZAS,4.19,0.59,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,UVAS,150.02,13.45,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,KIWI,835.83,43.47,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,AGUACATE,319.25,29.99,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,PIÑA,398.13,19.25,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,OTRAS FRUTAS FRESCAS,521.81,26.77,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,POMELO,252.94,6.61,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,MANGO,88.62,4.84,0.05198
Pais Vasco,3.0,15833.0,823.0,2020.0,FRUTAS IV GAMA,1071.01,31.56,0.05198
Pais Vasco,4.0,343078.0,26836.0,2020.0,TOTAL PATATAS,7732.27,90.45,0.07822
Pais Vasco,4.0,343078.0,26836.0,2020.0,PATATAS FRESCAS,5594.83,85.23,0.07822
Pais Vasco,4.0,343078.0,26836.0,2020.0,PATATAS CONGELADAS,122.6,5.92,0.07822
Pais Vasco,4.0,343078.0,26836.0,2020.0,PATATAS PROCESADAS,402.97,57.88,0.07822
Pais Vasco,4.0,343078.0,26836.0,2020.0,PATATAS FRITAS,362.89,57.11,0.07822
Pais Vasco,4.0,343078.0,26836.0,2020.0,T.HORTALIZAS FRESCAS,15242.19,98.02,0.07822
Pais Vasco,4.0,343078.0,26836.0,2020.0,TOMATES,2668.09,85.07,0.07822
Pais Vasco,4.0,343078.0,26836.0,2020.0,CEBOLLAS,2171.75,84.6,0.07822
Pais Vasco,4.0,343078.0,26836.0,2020.0,AJOS,190.26,51.21,0.07822
Pais Vasco,4.0,343078.0,26836.0,2020.0,COLES,370.71,27.19,0.07822
Pais Vasco,4.0,343078.0,26836.0,2020.0,PEPINOS,400.99,26.44,0.07822
Pais Vasco,4.0,343078.0,26836.0,2020.0,JUDIAS VERDES,504.0,45.15,0.07822
Pais Vasco,4.0,343078.0,26836.0,2020.0,PIMIENTOS,1308.72,71.1,0.07822
Pais Vasco,4.0,343078.0,26836.0,2020.0,CHAMPIÑONES+O.SETAS,496.01,57.26,0.07822
Pais Vasco,4.0,343078.0,26836.0,2020.0,LECHUGA/ESC./ENDIVIA,1110.39,78.27,0.07822
Pais Vasco,4.0,343078.0,26836.0,2020.0,ESPARRAGOS,311.3,19.89,0.07822
Pais Vasco,4.0,343078.0,26836.0,2020.0,VERDURAS DE HOJA,441.19,32.21,0.07822
Pais Vasco,4.0,343078.0,26836.0,2020.0,BERENJENAS,344.38,36.63,0.07822
Pais Vasco,4.0,343078.0,26836.0,2020.0,ZANAHORIAS,1257.3,78.68,0.07822
Pais Vasco,4.0,343078.0,26836.0,2020.0,CALABACINES,1309.85,69.1,0.07822
Pais Vasco,4.0,343078.0,26836.0,2020.0,OTR.HORTALIZAS/VERD.,2357.24,80.09,0.07822
Pais Vasco,4.0,343078.0,26836.0,2020.0,BROCOLI,282.64,23.36,0.07822
Pais Vasco,4.0,343078.0,26836.0,2020.0,ALCACHOFAS,348.16,26.12,0.07822
Pais Vasco,4.0,343078.0,26836.0,2020.0,APIO,25.03,3.51,0.07822
Pais Vasco,4.0,343078.0,26836.0,2020.0,COLIFLOR,142.99,9.68,0.07822
Pais Vasco,4.0,343078.0,26836.0,2020.0,VERD./HORT. IV GAMA,1300.3,68.78,0.07822
Pais Vasco,4.0,343078.0,26836.0,2020.0,PUERRO,374.67,54.09,0.07822
Pais Vasco,4.0,343078.0,26836.0,2020.0,T.FRUTAS FRESCAS,23694.78,98.1,0.07822
Pais Vasco,4.0,343078.0,26836.0,2020.0,NARANJAS,6685.33,79.59,0.07822
Pais Vasco,4.0,343078.0,26836.0,2020.0,MANDARINAS,1530.09,56.61,0.07822
Pais Vasco,4.0,343078.0,26836.0,2020.0,LIMONES,674.08,49.73,0.07822
Pais Vasco,4.0,343078.0,26836.0,2020.0,PLATANOS,3726.61,85.96,0.07822
Pais Vasco,4.0,343078.0,26836.0,2020.0,MANZANAS,3421.38,79.55,0.07822
