Año|Mes|CCAA|Producto||Volumen (miles de kg)|Valor (miles de €)|Precio medio kg|Penetración (%)|Consumo per capita||
2018 | Febrero|Cantabria|RESTO FRUTA CONSER|4,59|13,85|3,02|3,59|0,01|0,02||
2018 | Febrero|Cantabria|VERD./HORT.CONGELAD|66,13|97,22|1,47|18,06|0,12|0,17||
2018 | Febrero|Cantabria|ESPINACAS|1,21|1,84|1,53|0,7|0|0||
2018 | Febrero|Cantabria|GUISANTES|6,84|7,86|1,15|3,3|0,01|0,01||
2018 | Febrero|Cantabria|JUDIA VERDE|24,83|25,62|1,03|5,1|0,04|0,05||
2018 | Febrero|Cantabria|COLIFLOR|6,78|10,62|1,57|2,99|0,01|0,02||
2018 | Febrero|Cantabria|PIMIENTOS|0,00|0,00|0|0|0|0||
2018 | Febrero|Cantabria|BROCOLI|8,18|12,19|1,49|2,39|0,01|0,02||
2018 | Febrero|Cantabria|MENESTRA|4,75|7,68|1,62|0,52|0,01|0,01||
2018 | Febrero|Cantabria|OTR.VERD/HOR.CONG.|13,55|31,39|2,32|11,18|0,02|0,06||
2018 | Febrero|Cantabria|FRUTAS CONGELADAS|0,54|2,12|3,96|0,9|0|0||
2018 | Febrero|Castilla La Mancha|GUISANTES|42,27|89,48|2,12|7,58|0,02|0,04||
2018 | Febrero|Castilla La Mancha|JUDIAS VERDES|223,37|304,52|1,36|17,73|0,11|0,15||
2018 | Febrero|Castilla La Mancha|PIMIENTOS|50,71|211,78|4,18|11,12|0,02|0,1||
2018 | Febrero|Castilla La Mancha|ESPARRAGOS|62,36|331,13|5,31|16,03|0,03|0,16||
2018 | Febrero|Castilla La Mancha|ALCACHOFAS|54,86|228,75|4,17|10,03|0,03|0,11||
2018 | Febrero|Castilla La Mancha|CHAMPIÑOSNES+SETAS|81,31|218,45|2,69|10,42|0,04|0,1||
2018 | Febrero|Castilla La Mancha|MAIZ DULCE|27,17|80,46|2,96|5,5|0,01|0,04||
2018 | Febrero|Castilla La Mancha|MENESTRA|18,78|28,54|1,52|2,83|0,01|0,01||
2018 | Febrero|Castilla La Mancha|TOMATES|985,48|1.313,81|1,33|64,59|0,47|0,63||
2018 | Febrero|Castilla La Mancha|TOMATE FRITO|684,61|1.010,75|1,48|53,92|0,33|0,48||
2018 | Febrero|Castilla La Mancha|TOMATE NATURAL|300,87|303,07|1,01|24,46|0,14|0,14||
2018 | Febrero|Castilla La Mancha|TOMATE N.ENTERO|78,84|78,93|1|5,81|0,04|0,04||
2018 | Febrero|Castilla La Mancha|TOMATE N.TRITUR.|222,02|224,14|1,01|20,58|0,11|0,11||
2018 | Febrero|Castilla La Mancha|OTRA VERD/HORT.CON|115,45|311,25|2,7|14,02|0,06|0,15||
2018 | Febrero|Castilla La Mancha|FRUTA EN CONSERVA|242,30|627,08|2,59|30,38|0,12|0,3||
2018 | Febrero|Castilla La Mancha|MERMELADAS,CONFIT.|89,74|313,10|3,49|22,02|0,04|0,15||
2018 | Febrero|Castilla La Mancha|FRUTA CONS/ALMIBAR|147,30|299,06|2,03|10,96|0,07|0,14||
2018 | Febrero|Castilla La Mancha|FRUTA ESCARCHADA|0,00|0,00|0|0|0|0||
2018 | Febrero|Castilla La Mancha|RESTO FRUTA CONSER|5,25|14,92|2,84|1,14|0|0,01||
2018 | Febrero|Castilla La Mancha|VERD./HORT.CONGELAD|419,01|849,82|2,03|37,1|0,2|0,41||
2018 | Febrero|Castilla La Mancha|ESPINACAS|43,43|63,94|1,47|6,53|0,02|0,03||
2018 | Febrero|Castilla La Mancha|GUISANTES|59,07|76,78|1,3|8,05|0,03|0,04||
2018 | Febrero|Castilla La Mancha|JUDIA VERDE|112,24|192,46|1,71|13,8|0,05|0,09||
2018 | Febrero|Castilla La Mancha|COLIFLOR|7,76|10,39|1,34|1,03|0|0||
2018 | Febrero|Castilla La Mancha|PIMIENTOS|2,75|5,75|2,09|0,84|0|0||
2018 | Febrero|Castilla La Mancha|BROCOLI|9,52|14,19|1,49|1,3|0|0,01||
2018 | Febrero|Castilla La Mancha|MENESTRA|56,10|95,76|1,71|6,44|0,03|0,05||
2018 | Febrero|Castilla La Mancha|OTR.VERD/HOR.CONG.|128,13|390,54|3,05|18,01|0,06|0,19||
2018 | Febrero|Castilla La Mancha|FRUTAS CONGELADAS|3,21|12,74|3,97|0,85|0|0,01||
2018 | Febrero|Castilla León|GUISANTES|59,11|146,16|2,47|8,18|0,02|0,06||
2018 | Febrero|Castilla León|JUDIAS VERDES|54,89|72,79|1,33|4,6|0,02|0,03||
2018 | Febrero|Castilla León|PIMIENTOS|97,73|389,57|3,99|16,99|0,04|0,16||
2018 | Febrero|Castilla León|ESPARRAGOS|77,68|397,01|5,11|12,97|0,03|0,16||
2018 | Febrero|Castilla León|ALCACHOFAS|38,73|218,75|5,65|7,24|0,02|0,09||
2018 | Febrero|Castilla León|CHAMPIÑOSNES+SETAS|116,95|324,53|2,77|13,8|0,05|0,13||
2018 | Febrero|Castilla León|MAIZ DULCE|40,24|114,71|2,85|6,55|0,02|0,05||
2018 | Febrero|Castilla León|MENESTRA|27,34|50,64|1,85|2,65|0,01|0,02||
2018 | Febrero|Castilla León|TOMATES|1.009,27|1.333,66|1,32|48,14|0,41|0,55||
2018 | Febrero|Castilla León|TOMATE FRITO|840,65|1.134,46|1,35|45,5|0,34|0,46||
2018 | Febrero|Castilla León|TOMATE NATURAL|168,62|199,20|1,18|12,29|0,07|0,08||
2018 | Febrero|Castilla León|TOMATE N.ENTERO|19,27|35,00|1,82|1,82|0,01|0,01||
2018 | Febrero|Castilla León|TOMATE N.TRITUR.|149,35|164,20|1,1|11,07|0,06|0,07||
2018 | Febrero|Castilla León|OTRA VERD/HORT.CON|69,70|151,73|2,18|9,93|0,03|0,06||
2018 | Febrero|Castilla León|FRUTA EN CONSERVA|301,50|860,98|2,86|31,18|0,12|0,35||
2018 | Febrero|Castilla León|MERMELADAS,CONFIT.|132,70|449,04|3,38|20,39|0,05|0,18||
2018 | Febrero|Castilla León|FRUTA CONS/ALMIBAR|149,57|333,29|2,23|12,56|0,06|0,14||
2018 | Febrero|Castilla León|FRUTA ESCARCHADA|1,80|7,36|4,1|0,47|0|0||
2018 | Febrero|Castilla León|RESTO FRUTA CONSER|17,44|71,29|4,09|3,7|0,01|0,03||
2018 | Febrero|Castilla León|VERD./HORT.CONGELAD|448,75|778,55|1,73|28,08|0,18|0,32||
2018 | Febrero|Castilla León|ESPINACAS|54,45|101,53|1,86|8,59|0,02|0,04||
2018 | Febrero|Castilla León|GUISANTES|94,82|172,27|1,82|8,45|0,04|0,07||
2018 | Febrero|Castilla León|JUDIA VERDE|130,83|159,29|1,22|8,73|0,05|0,07||
2018 | Febrero|Castilla León|COLIFLOR|14,78|22,36|1,51|1,77|0,01|0,01||
2018 | Febrero|Castilla León|PIMIENTOS|4,18|8,73|2,09|0,72|0|0||
2018 | Febrero|Castilla León|BROCOLI|13,50|21,21|1,57|1,47|0,01|0,01||
2018 | Febrero|Castilla León|MENESTRA|53,15|87,29|1,64|3,33|0,02|0,04||
2018 | Febrero|Castilla León|OTR.VERD/HOR.CONG.|83,04|205,87|2,48|9,79|0,03|0,08||
2018 | Febrero|Castilla León|FRUTAS CONGELADAS|2,22|9,67|4,36|0,48|0|0||
2018 | Febrero|Cataluña|GUISANTES|50,98|125,22|2,46|2,47|0,01|0,02||
2018 | Febrero|Cataluña|JUDIAS VERDES|62,46|102,48|1,64|1,51|0,01|0,01||
2018 | Febrero|Cataluña|PIMIENTOS|86,62|351,20|4,05|8,14|0,01|0,05||
2018 | Febrero|Cataluña|ESPARRAGOS|203,77|1.118,52|5,49|11,14|0,03|0,16||
2018 | Febrero|Cataluña|ALCACHOFAS|86,86|440,07|5,07|3,64|0,01|0,06||
2018 | Febrero|Cataluña|CHAMPIÑOSNES+SETAS|222,87|704,00|3,16|8,93|0,03|0,1||
2018 | Febrero|Cataluña|MAIZ DULCE|161,78|525,13|3,25|9,46|0,02|0,08||
2018 | Febrero|Cataluña|MENESTRA|36,68|44,85|1,22|1,05|0,01|0,01||
2018 | Febrero|Cataluña|TOMATES|2.948,94|3.957,77|1,34|53,79|0,43|0,57||
2018 | Febrero|Cataluña|TOMATE FRITO|1.841,30|2.656,67|1,44|41,33|0,27|0,38||
2018 | Febrero|Cataluña|TOMATE NATURAL|1.107,64|1.301,10|1,17|25,23|0,16|0,19||
2018 | Febrero|Cataluña|TOMATE N.ENTERO|137,88|174,71|1,27|3,15|0,02|0,03||
2018 | Febrero|Cataluña|TOMATE N.TRITUR.|969,76|1.126,38|1,16|23,08|0,14|0,16||
2018 | Febrero|Cataluña|OTRA VERD/HORT.CON|156,24|451,37|2,89|7,85|0,02|0,07||
2018 | Febrero|Cataluña|FRUTA EN CONSERVA|803,74|2.523,60|3,14|30,81|0,12|0,36||
2018 | Febrero|Cataluña|MERMELADAS,CONFIT.|404,55|1.464,76|3,62|21,01|0,06|0,21||
2018 | Febrero|Cataluña|FRUTA CONS/ALMIBAR|349,71|839,32|2,4|9,21|0,05|0,12||
2018 | Febrero|Cataluña|FRUTA ESCARCHADA|2,78|18,66|6,72|0,5|0|0||
2018 | Febrero|Cataluña|RESTO FRUTA CONSER|46,70|200,86|4,3|3,88|0,01|0,03||
2018 | Febrero|Cataluña|VERD./HORT.CONGELAD|2.958,47|6.207,82|2,1|49,05|0,43|0,9||
2018 | Febrero|Cataluña|ESPINACAS|277,41|497,54|1,79|10,56|0,04|0,07||
2018 | Febrero|Cataluña|GUISANTES|624,68|1.227,11|1,96|19,77|0,09|0,18||
2018 | Febrero|Cataluña|JUDIA VERDE|680,79|1.032,45|1,52|16,08|0,1|0,15||
2018 | Febrero|Cataluña|COLIFLOR|85,53|139,93|1,64|2,77|0,01|0,02||
2018 | Febrero|Cataluña|PIMIENTOS|21,50|44,94|2,09|1,62|0|0,01||
2018 | Febrero|Cataluña|BROCOLI|79,26|126,23|1,59|2,5|0,01|0,02||
2018 | Febrero|Cataluña|MENESTRA|269,15|542,06|2,01|8,03|0,04|0,08||
2018 | Febrero|Cataluña|OTR.VERD/HOR.CONG.|920,15|2.597,57|2,82|27,25|0,13|0,38||
2018 | Febrero|Cataluña|FRUTAS CONGELADAS|28,41|139,05|4,9|1,94|0|0,02||
2018 | Febrero|Extremadura|GUISANTES|4,21|11,15|2,65|1,72|0|0,01||
2018 | Febrero|Extremadura|JUDIAS VERDES|76,98|103,97|1,35|13,52|0,07|0,09||
2018 | Febrero|Extremadura|PIMIENTOS|42,26|170,59|4,04|20,51|0,04|0,14||
2018 | Febrero|Extremadura|ESPARRAGOS|43,36|209,46|4,83|13,08|0,04|0,18||
2018 | Febrero|Extremadura|ALCACHOFAS|32,33|135,31|4,18|9,09|0,03|0,11||
2018 | Febrero|Extremadura|CHAMPIÑOSNES+SETAS|89,30|213,55|2,39|23,42|0,08|0,18||
2018 | Febrero|Extremadura|MAIZ DULCE|16,84|64,62|3,84|7,38|0,01|0,05||
2018 | Febrero|Extremadura|MENESTRA|14,58|29,71|2,04|2,98|0,01|0,03||
2018 | Febrero|Extremadura|TOMATES|445,51|579,60|1,3|53,64|0,38|0,49||
2018 | Febrero|Extremadura|TOMATE FRITO|359,84|486,86|1,35|47,26|0,31|0,41||
2018 | Febrero|Extremadura|TOMATE NATURAL|85,68|92,74|1,08|17,72|0,07|0,08||
2018 | Febrero|Extremadura|TOMATE N.ENTERO|8,80|9,10|1,03|2,14|0,01|0,01||
2018 | Febrero|Extremadura|TOMATE N.TRITUR.|76,88|83,64|1,09|15,86|0,07|0,07||
2018 | Febrero|Extremadura|OTRA VERD/HORT.CON|30,75|56,94|1,85|7,39|0,03|0,05||
2018 | Febrero|Extremadura|FRUTA EN CONSERVA|154,30|437,15|2,83|35,27|0,13|0,37||
2018 | Febrero|Extremadura|MERMELADAS,CONFIT.|34,40|125,78|3,66|18,97|0,03|0,11||
2018 | Febrero|Extremadura|FRUTA CONS/ALMIBAR|112,85|289,83|2,57|17,76|0,1|0,25||
2018 | Febrero|Extremadura|FRUTA ESCARCHADA|0,00|0,00|0|0|0|0||
2018 | Febrero|Extremadura|RESTO FRUTA CONSER|7,06|21,55|3,05|3,52|0,01|0,02||
2018 | Febrero|Extremadura|VERD./HORT.CONGELAD|332,72|611,70|1,84|46,42|0,28|0,52||
2018 | Febrero|Extremadura|ESPINACAS|81,51|150,55|1,85|19,46|0,07|0,13||
2018 | Febrero|Extremadura|GUISANTES|47,70|130,23|2,73|11,63|0,04|0,11||
2018 | Febrero|Extremadura|JUDIA VERDE|81,13|84,90|1,05|12,64|0,07|0,07||
2018 | Febrero|Extremadura|COLIFLOR|19,11|26,88|1,41|4,71|0,02|0,02||
2018 | Febrero|Extremadura|PIMIENTOS|0,49|1,03|2,09|0,29|0|0||
2018 | Febrero|Extremadura|BROCOLI|1,42|2,12|1,49|0,37|0|0||
2018 | Febrero|Extremadura|MENESTRA|34,20|55,79|1,63|9,77|0,03|0,05||
2018 | Febrero|Extremadura|OTR.VERD/HOR.CONG.|67,16|160,20|2,39|19,98|0,06|0,14||
2018 | Febrero|Extremadura|FRUTAS CONGELADAS|4,48|17,76|3,97|1,84|0|0,02||
2018 | Febrero|Galicia|GUISANTES|41,46|97,39|2,35|4,93|0,01|0,04||
2018 | Febrero|Galicia|JUDIAS VERDES|12,45|21,42|1,72|1,31|0|0,01||
2018 | Febrero|Galicia|PIMIENTOS|47,12|177,14|3,76|8,12|0,02|0,06||
2018 | Febrero|Galicia|ESPARRAGOS|59,68|399,84|6,7|12,02|0,02|0,14||
2018 | Febrero|Galicia|ALCACHOFAS|17,79|77,17|4,34|3,62|0,01|0,03||
2018 | Febrero|Galicia|CHAMPIÑOSNES+SETAS|150,04|405,43|2,7|16,16|0,05|0,15||
2018 | Febrero|Galicia|MAIZ DULCE|58,72|161,98|2,76|7,94|0,02|0,06||
2018 | Febrero|Galicia|MENESTRA|16,33|37,08|2,27|1,6|0,01|0,01||
2018 | Febrero|Galicia|TOMATES|821,66|1.178,19|1,43|47,54|0,3|0,43||
2018 | Febrero|Galicia|TOMATE FRITO|689,19|988,51|1,43|43,99|0,25|0,36||
2018 | Febrero|Galicia|TOMATE NATURAL|132,48|189,68|1,43|10,13|0,05|0,07||
2018 | Febrero|Galicia|TOMATE N.ENTERO|20,11|33,28|1,65|1,4|0,01|0,01||
2018 | Febrero|Galicia|TOMATE N.TRITUR.|112,37|156,40|1,39|9,38|0,04|0,06||
2018 | Febrero|Galicia|OTRA VERD/HORT.CON|72,67|215,31|2,96|8,3|0,03|0,08||
2018 | Febrero|Galicia|FRUTA EN CONSERVA|377,52|1.267,83|3,36|36,68|0,14|0,46||
2018 | Febrero|Galicia|MERMELADAS,CONFIT.|182,71|690,03|3,78|24,99|0,07|0,25||
2018 | Febrero|Galicia|FRUTA CONS/ALMIBAR|110,07|250,94|2,28|8,81|0,04|0,09||
2018 | Febrero|Galicia|FRUTA ESCARCHADA|10,84|31,87|2,94|1,23|0|0,01||
2018 | Febrero|Galicia|RESTO FRUTA CONSER|73,90|294,99|3,99|11,72|0,03|0,11||
2018 | Febrero|Galicia|VERD./HORT.CONGELAD|400,98|791,66|1,97|23,64|0,14|0,29||
2018 | Febrero|Galicia|ESPINACAS|26,43|48,14|1,82|3,34|0,01|0,02||
2018 | Febrero|Galicia|GUISANTES|138,77|232,64|1,68|12,79|0,05|0,08||
2018 | Febrero|Galicia|JUDIA VERDE|76,66|120,23|1,57|4,63|0,03|0,04||
2018 | Febrero|Galicia|COLIFLOR|6,50|10,41|1,6|0,6|0|0||
2018 | Febrero|Galicia|PIMIENTOS|7,96|16,65|2,09|1,16|0|0,01||
2018 | Febrero|Galicia|BROCOLI|18,64|29,26|1,57|1,97|0,01|0,01||
2018 | Febrero|Galicia|MENESTRA|26,58|44,23|1,66|1,89|0,01|0,02||
2018 | Febrero|Galicia|OTR.VERD/HOR.CONG.|99,44|290,09|2,92|6,92|0,04|0,1||
2018 | Febrero|Galicia|FRUTAS CONGELADAS|0,00|0,00|0|0|0|0||
2018 | Febrero|La Rioja|GUISANTES|4,57|10,27|2,24|7,41|0,01|0,03||
2018 | Febrero|La Rioja|JUDIAS VERDES|3,29|4,59|1,4|1,89|0,01|0,01||
2018 | Febrero|La Rioja|PIMIENTOS|7,93|26,98|3,4|10,86|0,03|0,09||
2018 | Febrero|La Rioja|ESPARRAGOS|26,45|136,98|5,18|25,53|0,08|0,43||
2018 | Febrero|La Rioja|ALCACHOFAS|1,50|5,17|3,44|1,63|0|0,02||
2018 | Febrero|La Rioja|CHAMPIÑOSNES+SETAS|1,18|3,66|3,1|2,27|0|0,01||
2018 | Febrero|La Rioja|MAIZ DULCE|3,80|13,91|3,66|4,65|0,01|0,04||
2018 | Febrero|La Rioja|MENESTRA|1,04|1,97|1,9|1,53|0|0,01||
2018 | Febrero|La Rioja|TOMATES|72,23|96,89|1,34|47,72|0,23|0,31||
2018 | Febrero|La Rioja|TOMATE FRITO|65,80|89,00|1,35|37,13|0,21|0,28||
2018 | Febrero|La Rioja|TOMATE NATURAL|6,43|7,89|1,23|11,71|0,02|0,02||
2018 | Febrero|La Rioja|TOMATE N.ENTERO|0,00|0,00|0|0|0|0||
2018 | Febrero|La Rioja|TOMATE N.TRITUR.|6,43|7,89|1,23|11,71|0,02|0,02||
2018 | Febrero|La Rioja|OTRA VERD/HORT.CON|16,02|43,16|2,69|14,3|0,05|0,14||
2018 | Febrero|La Rioja|FRUTA EN CONSERVA|16,68|50,58|3,03|17,34|0,05|0,16||
2018 | Febrero|La Rioja|MERMELADAS,CONFIT.|11,52|34,63|3,01|12,95|0,04|0,11||
2018 | Febrero|La Rioja|FRUTA CONS/ALMIBAR|3,80|9,32|2,46|1,74|0,01|0,03||
2018 | Febrero|La Rioja|FRUTA ESCARCHADA|0,00|0,00|0|0|0|0||
2018 | Febrero|La Rioja|RESTO FRUTA CONSER|1,36|6,62|4,85|4,03|0|0,02||
2018 | Febrero|La Rioja|VERD./HORT.CONGELAD|47,58|82,26|1,73|25,41|0,15|0,26||
2018 | Febrero|La Rioja|ESPINACAS|0,67|1,12|1,67|1,35|0|0||
2018 | Febrero|La Rioja|GUISANTES|19,18|24,68|1,29|12,63|0,06|0,08||
2018 | Febrero|La Rioja|JUDIA VERDE|4,23|5,70|1,35|3,66|0,01|0,02||
2018 | Febrero|La Rioja|COLIFLOR|0,00|0,00|0|0|0|0||
2018 | Febrero|La Rioja|PIMIENTOS|1,13|2,37|2,09|1,79|0|0,01||
2018 | Febrero|La Rioja|BROCOLI|1,24|1,85|1,49|0,44|0|0,01||
2018 | Febrero|La Rioja|MENESTRA|6,39|10,46|1,64|4,39|0,02|0,03||
2018 | Febrero|La Rioja|OTR.VERD/HOR.CONG.|14,73|36,09|2,45|10,63|0,05|0,11||
2018 | Febrero|La Rioja|FRUTAS CONGELADAS|0,79|3,99|5,06|1,89|0|0,01||
2018 | Febrero|Madrid|GUISANTES|191,85|419,34|2,19|7,95|0,03|0,07||
2018 | Febrero|Madrid|JUDIAS VERDES|236,45|333,48|1,41|8,25|0,04|0,05||
2018 | Febrero|Madrid|PIMIENTOS|163,04|636,88|3,91|14,84|0,03|0,1||
2018 | Febrero|Madrid|ESPARRAGOS|194,08|1.083,72|5,58|13,18|0,03|0,17||
2018 | Febrero|Madrid|ALCACHOFAS|163,32|708,46|4,34|7,27|0,03|0,11||
2018 | Febrero|Madrid|CHAMPIÑOSNES+SETAS|173,54|449,85|2,59|8,7|0,03|0,07||
2018 | Febrero|Madrid|MAIZ DULCE|148,72|409,18|2,75|10,47|0,02|0,07||
2018 | Febrero|Madrid|MENESTRA|81,48|130,91|1,61|3,56|0,01|0,02||
2018 | Febrero|Madrid|TOMATES|2.786,98|3.912,33|1,4|59,98|0,45|0,63||
2018 | Febrero|Madrid|TOMATE FRITO|2.100,83|3.066,93|1,46|50,43|0,34|0,49||
2018 | Febrero|Madrid|TOMATE NATURAL|686,16|845,40|1,23|20,17|0,11|0,14||
2018 | Febrero|Madrid|TOMATE N.ENTERO|137,25|184,47|1,34|4,1|0,02|0,03||
2018 | Febrero|Madrid|TOMATE N.TRITUR.|548,90|660,93|1,2|17,64|0,09|0,11||
2018 | Febrero|Madrid|OTRA VERD/HORT.CON|310,27|798,17|2,57|13,05|0,05|0,13||
2018 | Febrero|Madrid|FRUTA EN CONSERVA|807,27|2.530,64|3,13|33,74|0,13|0,41||
2018 | Febrero|Madrid|MERMELADAS,CONFIT.|443,07|1.515,78|3,42|25,81|0,07|0,24||
2018 | Febrero|Madrid|FRUTA CONS/ALMIBAR|286,30|703,61|2,46|9,13|0,05|0,11||
2018 | Febrero|Madrid|FRUTA ESCARCHADA|10,44|45,02|4,31|0,98|0|0,01||
2018 | Febrero|Madrid|RESTO FRUTA CONSER|67,47|266,22|3,95|4,23|0,01|0,04||
2018 | Febrero|Madrid|VERD./HORT.CONGELAD|1.801,41|3.764,32|2,09|41,11|0,29|0,6||
2018 | Febrero|Madrid|ESPINACAS|170,92|300,15|1,76|8,37|0,03|0,05||
2018 | Febrero|Madrid|GUISANTES|309,94|508,83|1,64|11,85|0,05|0,08||
2018 | Febrero|Madrid|JUDIA VERDE|408,63|571,52|1,4|11,8|0,07|0,09||
2018 | Febrero|Madrid|COLIFLOR|58,81|90,54|1,54|2,18|0,01|0,01||
2018 | Febrero|Madrid|PIMIENTOS|31,16|67,83|2,18|2,11|0,01|0,01||
2018 | Febrero|Madrid|BROCOLI|100,06|167,41|1,67|4,08|0,02|0,03||
2018 | Febrero|Madrid|MENESTRA|215,29|340,40|1,58|7,98|0,03|0,05||
2018 | Febrero|Madrid|OTR.VERD/HOR.CONG.|506,62|1.717,64|3,39|19,86|0,08|0,28||
2018 | Febrero|Madrid|FRUTAS CONGELADAS|25,47|131,60|5,17|1,67|0|0,02||
2018 | Febrero|Murcia|GUISANTES|13,92|26,93|1,93|4,4|0,01|0,02||
2018 | Febrero|Murcia|JUDIAS VERDES|41,14|55,68|1,35|7,08|0,03|0,04||
2018 | Febrero|Murcia|PIMIENTOS|18,63|69,09|3,71|6,69|0,01|0,05||
2018 | Febrero|Murcia|ESPARRAGOS|25,33|130,93|5,17|8,94|0,02|0,09||
2018 | Febrero|Murcia|ALCACHOFAS|41,33|189,37|4,58|14,29|0,03|0,13||
2018 | Febrero|Murcia|CHAMPIÑOSNES+SETAS|51,55|136,22|2,64|14,14|0,04|0,1||
2018 | Febrero|Murcia|MAIZ DULCE|28,70|86,43|3,01|10,68|0,02|0,06||
2018 | Febrero|Murcia|MENESTRA|4,58|5,28|1,15|1|0|0||
2018 | Febrero|Murcia|TOMATES|837,35|1.278,63|1,53|69,8|0,59|0,9||
2018 | Febrero|Murcia|TOMATE FRITO|557,56|918,62|1,65|60,5|0,39|0,65||
2018 | Febrero|Murcia|TOMATE NATURAL|279,79|360,00|1,29|26,27|0,2|0,25||
2018 | Febrero|Murcia|TOMATE N.ENTERO|122,59|139,68|1,14|9,58|0,09|0,1||
2018 | Febrero|Murcia|TOMATE N.TRITUR.|157,20|220,33|1,4|18,75|0,11|0,15||
2018 | Febrero|Murcia|OTRA VERD/HORT.CON|80,37|154,69|1,92|14,9|0,06|0,11||
2018 | Febrero|Murcia|FRUTA EN CONSERVA|137,52|376,91|2,74|22,33|0,1|0,26||
2018 | Febrero|Murcia|MERMELADAS,CONFIT.|52,04|196,11|3,77|15,07|0,04|0,14||
2018 | Febrero|Murcia|FRUTA CONS/ALMIBAR|77,76|156,22|2,01|9,19|0,05|0,11||
2018 | Febrero|Murcia|FRUTA ESCARCHADA|0,00|0,00|0|0|0|0||
2018 | Febrero|Murcia|RESTO FRUTA CONSER|7,73|24,57|3,18|3,6|0,01|0,02||
2018 | Febrero|Murcia|VERD./HORT.CONGELAD|315,58|556,25|1,76|34,09|0,22|0,39||
2018 | Febrero|Murcia|ESPINACAS|15,12|22,43|1,48|2,27|0,01|0,02||
2018 | Febrero|Murcia|GUISANTES|64,02|90,49|1,41|11,97|0,04|0,06||
2018 | Febrero|Murcia|JUDIA VERDE|69,65|80,44|1,16|10,34|0,05|0,06||
2018 | Febrero|Murcia|COLIFLOR|0,00|0,00|0|0|0|0||
2018 | Febrero|Murcia|PIMIENTOS|1,33|2,77|2,09|0,63|0|0||
2018 | Febrero|Murcia|BROCOLI|13,50|19,89|1,47|2,49|0,01|0,01||
2018 | Febrero|Murcia|MENESTRA|59,84|101,60|1,7|11,19|0,04|0,07||
2018 | Febrero|Murcia|OTR.VERD/HOR.CONG.|92,12|238,62|2,59|20,57|0,06|0,17||
2018 | Febrero|Murcia|FRUTAS CONGELADAS|8,97|38,76|4,32|1,56|0,01|0,03||
2018 | Febrero|Navarra|GUISANTES|30,99|42,47|1,37|3,83|0,05|0,07||
2018 | Febrero|Navarra|JUDIAS VERDES|7,75|11,46|1,48|2,29|0,01|0,02||
2018 | Febrero|Navarra|PIMIENTOS|34,09|135,08|3,96|14,97|0,06|0,23||
2018 | Febrero|Navarra|ESPARRAGOS|28,33|164,87|5,82|13,78|0,05|0,28||
2018 | Febrero|Navarra|ALCACHOFAS|0,00|0,00|0|0|0|0||
2018 | Febrero|Navarra|CHAMPIÑOSNES+SETAS|9,35|26,73|2,86|4,4|0,02|0,05||
2018 | Febrero|Navarra|MAIZ DULCE|25,02|59,44|2,38|8,17|0,04|0,1||
2018 | Febrero|Navarra|MENESTRA|3,61|17,87|4,95|2,02|0,01|0,03||
2018 | Febrero|Navarra|TOMATES|337,35|502,78|1,49|51,7|0,57|0,85||
2018 | Febrero|Navarra|TOMATE FRITO|310,21|467,64|1,51|48,56|0,52|0,79||
2018 | Febrero|Navarra|TOMATE NATURAL|27,14|35,14|1,29|8,73|0,05|0,06||
2018 | Febrero|Navarra|TOMATE N.ENTERO|10,45|12,28|1,18|3,01|0,02|0,02||
2018 | Febrero|Navarra|TOMATE N.TRITUR.|16,69|22,86|1,37|6,5|0,03|0,04||
2018 | Febrero|Navarra|OTRA VERD/HORT.CON|39,00|112,12|2,88|13,76|0,07|0,19||
2018 | Febrero|Navarra|FRUTA EN CONSERVA|81,86|284,17|3,47|27,53|0,14|0,48||
2018 | Febrero|Navarra|MERMELADAS,CONFIT.|51,01|176,20|3,45|25,27|0,09|0,3||
2018 | Febrero|Navarra|FRUTA CONS/ALMIBAR|21,70|50,57|2,33|4,58|0,04|0,09||
2018 | Febrero|Navarra|FRUTA ESCARCHADA|0,00|0,00|0|0|0|0||
2018 | Febrero|Navarra|RESTO FRUTA CONSER|9,15|57,39|6,27|4,93|0,02|0,1||
2018 | Febrero|Navarra|VERD./HORT.CONGELAD|153,17|323,25|2,11|46,91|0,26|0,55||
2018 | Febrero|Navarra|ESPINACAS|29,52|57,04|1,93|14,01|0,05|0,1||
2018 | Febrero|Navarra|GUISANTES|48,13|74,89|1,56|17,33|0,08|0,13||
2018 | Febrero|Navarra|JUDIA VERDE|24,71|28,86|1,17|3,72|0,04|0,05||
2018 | Febrero|Navarra|COLIFLOR|0,00|0,00|0|0|0|0||
2018 | Febrero|Navarra|PIMIENTOS|0,00|0,00|0|0|0|0||
2018 | Febrero|Navarra|BROCOLI|0,00|0,00|0|0|0|0||
2018 | Febrero|Navarra|MENESTRA|14,41|20,20|1,4|5,48|0,02|0,03||
2018 | Febrero|Navarra|OTR.VERD/HOR.CONG.|36,39|142,26|3,91|15,76|0,06|0,24||
2018 | Febrero|Navarra|FRUTAS CONGELADAS|0,00|0,00|0|0|0|0||
2018 | Febrero|País Vasco|GUISANTES|68,10|179,00|2,63|8,55|0,03|0,09||
2018 | Febrero|País Vasco|JUDIAS VERDES|35,61|64,42|1,81|3,48|0,02|0,03||
2018 | Febrero|País Vasco|PIMIENTOS|179,36|724,03|4,04|26,07|0,09|0,35||
